apply,4,raise 01000,clout 01000,nymph 01010,apply 22222,,
slang,4,raise 01010,shalt 20210,cigar 00110,slang 22222,,
tarot,4,raise 12000,morph 01200,stool 01020,tarot 22222,,
aware,4,raise 11002,track 01100,dwarf 02120,aware 22222,,
shift,4,raise 00210,plunk 00000,whelp 02000,shift 22222,,
bylaw,4,raise 01000,clout 01000,nymph 02000,bylaw 22222,,
three,4,raise 10001,deter 01121,evade 10002,three 22222,,
iliac,4,raise 01100,until 00011,clock 12000,iliac 22222,,
penal,4,raise 01001,dealt 02110,cigar 00020,penal 22222,,
joist,4,raise 00220,forth 02010,humph 00000,joist 22222,,
shape,4,raise 01012,stalk 20200,dumpy 00020,shape 22222,,
wheel,4,raise 00001,betel 01022,bench 01001,wheel 22222,,
stunt,4,raise 00010,stony 21020,rebut 00011,stunt 22222,,
topaz,4,raise 01000,clout 00101,grade 00100,topaz 22222,,
fluke,4,raise 00002,blond 02000,stomp 00000,fluke 22222,,
afoot,4,raise 01000,clout 00102,rebut 00002,afoot 22222,,
bloat,4,raise 01000,clout 02202,feign 00000,bloat 22222,,
bully,4,raise 00000,nobly 00112,awake 00000,bully 22222,,
caper,4,raise 12001,glyph 00010,tapir 02202,caper 22222,,
sneer,4,raise 10011,sheep 20220,rebut 11000,sneer 22222,,
jumbo,4,raise 00000,nobly 01100,major 10110,jumbo 22222,,
lunge,4,raise 00002,blond 01010,cigar 00100,lunge 22222,,
space,4,raise 01012,stalk 20200,dumpy 00010,space 22222,,
slurp,4,raise 10010,shout 20010,blush 02210,slurp 22222,,
loyal,4,raise 01000,clout 01100,folly 02111,loyal 22222,,
pizza,4,raise 01100,until 00010,cigar 02010,pizza 22222,,
conch,4,raise 00000,nobly 12000,thump 01000,conch 22222,,
tempo,4,raise 00001,betel 02100,pound 11000,tempo 22222,,
droop,4,raise 10000,count 01000,blood 00221,droop 22222,,
plate,4,raise 01002,blank 02200,digit 00001,plate 22222,,
bible,4,raise 00102,botch 10000,cigar 02000,bible 22222,,
plunk,4,raise 00000,nobly 10010,flick 02002,plunk 22222,,
steep,4,raise 00011,spelt 21101,rebut 01001,steep 22222,,
dwell,4,raise 00001,betel 01001,gulch 00100,dwell 22222,,
motif,4,raise 00100,pilot 01011,bench 00000,motif 22222,,
smash,4,raise 01010,shalt 11200,humph 00102,smash 22222,,
broil,4,raise 10100,grout 02200,rebut 10100,broil 22222,,
glare,4,raise 11002,track 01200,feign 01010,glare 22222,,
shove,4,raise 00012,cloth 00201,evade 01002,shove 22222,,
mammy,4,raise 02000,count 00000,plumb 00010,mammy 22222,,
swamp,4,raise 01010,shalt 20200,mucky 10000,swamp 22222,,
wager,4,raise 12001,glyph 10000,awake 11001,wager 22222,,
snaky,4,raise 01010,shalt 20200,mucky 00022,snaky 22222,,
debit,4,raise 00101,lipid 00021,model 00110,debit 22222,,
mange,4,raise 02002,gulch 10000,rebut 01000,mange 22222,,
tramp,4,raise 11000,crowd 02000,print 12001,tramp 22222,,
spurn,4,raise 10010,shout 20010,blush 00210,spurn 22222,,
medal,4,raise 01001,dealt 12110,humph 00100,medal 22222,,
micro,4,raise 10100,grout 01100,cigar 12001,micro 22222,,
learn,4,raise 11001,bleat 01110,humph 00000,learn 22222,,
maple,4,raise 02002,gulch 00100,moult 20020,maple 22222,,
comfy,4,raise 00000,nobly 02002,muddy 10002,comfy 22222,,
gruff,4,raise 10000,count 00200,cigar 00101,gruff 22222,,
fetch,4,raise 00001,betel 02200,cigar 10000,fetch 22222,,
aglow,4,raise 01000,clout 01100,folly 01200,aglow 22222,,
meaty,4,raise 01001,dealt 02201,humph 00100,meaty 22222,,
shyly,4,raise 00010,stony 20001,humph 10000,shyly 22222,,
thief,4,raise 00201,deter 00120,rebut 01001,thief 22222,,
tweet,4,raise 00001,betel 01120,dwarf 02000,tweet 22222,,
grope,4,raise 10002,thong 00201,humph 00020,grope 22222,,
havoc,4,raise 02000,count 11000,humph 20000,havoc 22222,,
truly,4,raise 10000,count 00201,humph 01000,truly 22222,,
forty,4,raise 10000,count 02001,fresh 21000,forty 22222,,
uncle,4,raise 00002,blond 01010,cigar 10000,uncle 22222,,
swish,4,raise 00210,plunk 00000,whelp 11000,swish 22222,,
giver,4,raise 10101,diner 02022,vital 12000,giver 22222,,
preen,4,raise 10001,deter 01021,print 22010,preen 22222,,
bevel,4,raise 00001,betel 22022,evade 11001,bevel 22222,,
lemur,4,raise 10001,deter 02002,blush 01100,lemur 22222,,
draft,4,raise 11000,crowd 02001,awake 00200,draft 22222,,
annoy,4,raise 01000,clout 00100,nymph 11000,annoy 22222,,
lingo,4,raise 00100,pilot 02110,cigar 02100,lingo 22222,,
bleak,4,raise 01001,dealt 01110,slung 02000,bleak 22222,,
ditty,4,raise 00100,pilot 02001,width 02110,ditty 22222,,
curly,4,raise 10000,count 20100,naval 00001,curly 22222,,
drool,4,raise 10000,count 01000,blood 01221,drool 22222,,
shuck,4,raise 00010,stony 20000,whelp 02000,shuck 22222,,
cumin,4,raise 00100,pilot 01000,ionic 00121,cumin 22222,,
stock,4,raise 00010,stony 22200,cigar 10000,stock 22222,,
gravy,4,raise 11000,crowd 02000,print 02000,gravy 22222,,
locus,4,raise 00010,stony 10100,blush 01110,locus 22222,,
wider,4,raise 10101,diner 12022,cigar 02002,wider 22222,,
quite,4,raise 00202,cloth 00020,humph 02000,quite 22222,,
chafe,4,raise 01002,blank 00200,cigar 20010,chafe 22222,,
logic,4,raise 00100,pilot 01110,cigar 11200,logic 22222,,
cheap,4,raise 01001,dealt 01100,month 00001,cheap 22222,,
shoot,4,raise 00010,stony 21100,rebut 00002,shoot 22222,,
blaze,4,raise 01002,blank 22200,model 00011,blaze 22222,,
brief,4,raise 10201,fetid 11010,cigar 01001,brief 22222,,
never,4,raise 10001,deter 02022,naval 20200,never 22222,,
abort,4,raise 11000,crowd 01200,blush 10000,abort 22222,,
mucky,4,raise 00000,nobly 00002,midge 20000,mucky 22222,,
sulky,4,raise 00010,stony 20002,awake 00020,sulky 22222,,
skunk,4,raise 00010,stony 20020,cluck 00201,skunk 22222,,
scalp,4,raise 01010,shalt 20220,pride 10000,scalp 22222,,
cider,4,raise 10101,diner 12022,cigar 22002,cider 22222,,
koala,4,raise 01000,clout 01100,folly 02020,koala 22222,,
duvet,4,raise 00001,betel 00120,unmet 10022,duvet 22222,,
segue,4,raise 00011,spelt 20100,delve 02002,segue 22222,,
creme,4,raise 10001,deter 01011,humph 00100,creme 22222,,
grill,4,raise 10200,crypt 02000,guild 20210,grill 22222,,
after,4,raise 11001,bleat 00111,dwarf 00111,after 22222,,
ember,4,raise 10001,deter 01022,rebut 11200,ember 22222,,
reach,4,raise 21001,inlay 00010,rebut 22000,reach 22222,,
empty,4,raise 00001,betel 01100,humph 00110,empty 22222,,
recur,4,raise 10001,deter 02001,mucky 01200,recur 22222,,
smock,4,raise 00010,stony 20200,shelf 20000,smock 22222,,
dread,4,raise 11001,bleat 00220,dwarf 10110,dread 22222,,
merge,4,raise 10001,deter 01001,glove 10001,merge 22222,,
kappa,4,raise 01000,clout 00000,gamma 02002,kappa 22222,,
shaky,4,raise 01010,shalt 22200,stink 20001,shaky 22222,,
hover,4,raise 10001,deter 00022,vouch 12001,hover 22222,,
carol,4,raise 12000,morph 01200,stool 00022,carol 22222,,
snort,4,raise 10010,shout 20202,humph 00000,snort 22222,,
haunt,4,raise 02000,count 00222,dough 00201,haunt 22222,,
flour,4,raise 10000,count 01100,major 00012,flour 22222,,
chair,4,raise 11100,gland 00200,cigar 21012,chair 22222,,
detox,4,raise 00001,betel 02200,cigar 00000,detox 22222,,
burly,4,raise 10000,count 00100,flesh 01000,burly 22222,,
novel,4,raise 00001,betel 00022,woven 02221,novel 22222,,
waxen,4,raise 02001,novel 10020,rebut 01000,waxen 22222,,
beefy,4,raise 00001,betel 21000,cigar 00000,beefy 22222,,
lyric,4,raise 10100,grout 01000,cigar 11001,lyric 22222,,
hussy,4,raise 00010,stony 10002,mushy 02112,hussy 22222,,
quilt,4,raise 00200,blunt 01102,cigar 01000,quilt 22222,,
below,4,raise 00001,betel 22001,focal 01001,below 22222,,
bingo,4,raise 00100,pilot 02010,rebut 00100,bingo 22222,,
wispy,4,raise 00110,shout 10000,sissy 02202,wispy 22222,,
scone,4,raise 00012,cloth 10200,humph 00000,scone 22222,,
saucy,4,raise 02010,sloth 20000,pound 00200,saucy 22222,,
spice,4,raise 00212,plunk 10000,cigar 11000,spice 22222,,
skull,4,raise 00010,stony 20000,whelp 00010,skull 22222,,
swell,4,raise 00011,spelt 20210,humph 00000,swell 22222,,
gassy,4,raise 02010,sloth 10000,cigar 00110,gassy 22222,,
flora,4,raise 11000,crowd 01200,blush 02000,flora 22222,,
latch,4,raise 02000,count 10001,belch 00122,latch 22222,,
wight,4,raise 00100,pilot 02002,frown 00010,wight 22222,,
brick,4,raise 10200,crypt 12000,rebut 10100,brick 22222,,
retry,4,raise 10001,deter 02201,model 00010,retry 22222,,
decal,4,raise 01001,dealt 22110,cigar 10020,decal 22222,,
grass,4,raise 11010,stamp 10200,cigar 00111,grass 22222,,
shack,4,raise 01010,shalt 22200,stink 20002,shack 22222,,
dogma,4,raise 01000,clout 00100,nymph 00100,dogma 22222,,
sober,4,raise 10011,sheep 20020,sower 22022,sober 22222,,
optic,4,raise 00100,pilot 11011,focal 01100,optic 22222,,
crier,4,raise 10201,fetid 01010,cigar 21001,crier 22222,,
vying,4,raise 00200,blunt 00020,dowry 00001,vying 22222,,
nomad,4,raise 01000,clout 00100,nymph 20200,nomad 22222,,
flute,4,raise 00002,blond 02000,stomp 01000,flute 22222,,
shark,4,raise 11010,stamp 20200,flick 00002,shark 22222,,
drier,4,raise 10201,fetid 01011,dwarf 20010,drier 22222,,
bugle,4,raise 00002,blond 21000,cigar 00200,bugle 22222,,
chalk,4,raise 01000,clout 21000,blush 01001,chalk 22222,,
pedal,4,raise 01001,dealt 12110,humph 00010,pedal 22222,,
scarf,4,raise 11010,stamp 20200,flick 10010,scarf 22222,,
cruel,4,raise 10001,deter 00021,growl 02002,cruel 22222,,
bleat,4,raise 01001,dealt 01112,belch 21100,bleat 22222,,
slush,4,raise 00010,stony 10000,humph 01002,slush 22222,,
semen,4,raise 00011,spelt 20100,delve 01000,semen 22222,,
windy,4,raise 00100,pilot 02000,dunce 10200,windy 22222,,
dusty,4,raise 00010,stony 11002,model 00100,dusty 22222,,
sally,4,raise 02010,sloth 21000,evade 00100,sally 22222,,
igloo,4,raise 00100,pilot 01210,cigar 01100,igloo 22222,,
shone,4,raise 00012,cloth 00201,evade 00002,shone 22222,,
hymen,4,raise 00001,betel 00020,woven 00022,hymen 22222,,
fugue,4,raise 00002,blond 00000,cigar 00200,fugue 22222,,
crumb,4,raise 10000,count 20200,rebut 10110,crumb 22222,,
welsh,4,raise 00021,ought 00010,rebut 02000,welsh 22222,,
syrup,4,raise 10010,shout 20020,humph 01010,syrup 22222,,
suave,4,raise 01012,stalk 20200,dumpy 02000,suave 22222,,
swung,4,raise 00010,stony 20020,cluck 00200,swung 22222,,
drake,4,raise 11002,track 02201,rebut 11000,drake 22222,,
oddly,4,raise 00000,nobly 01022,awake 00000,oddly 22222,,
plaid,4,raise 01100,until 00021,humph 00010,plaid 22222,,
blind,4,raise 00200,blunt 22020,awake 00000,blind 22222,,
enemy,4,raise 00001,betel 01010,karma 00020,enemy 22222,,
again,4,raise 01100,until 01020,humph 00000,again 22222,,
tying,4,raise 00200,blunt 00021,lying 02222,tying 22222,,
gazer,4,raise 12001,glyph 20000,humph 00000,gazer 22222,,
ethos,4,raise 00011,spelt 10101,batty 00100,ethos 22222,,
bride,4,raise 10202,thump 00000,bench 21000,bride 22222,,
decor,4,raise 10001,deter 22002,cigar 10002,decor 22222,,
hobby,4,raise 00000,nobly 02102,humph 20000,hobby 22222,,
idiom,4,raise 00100,pilot 01020,rebut 00000,idiom 22222,,
utter,4,raise 10001,deter 00122,totem 10220,utter 22222,,
elegy,4,raise 00001,betel 01011,humph 00000,elegy 22222,,
spunk,4,raise 00010,stony 20020,cluck 00202,spunk 22222,,
scaly,4,raise 01010,shalt 20220,pride 00000,scaly 22222,,
scold,4,raise 00010,stony 20200,shelf 20020,scold 22222,,
chick,4,raise 00200,blunt 00000,dwarf 00000,chick 22222,,
canal,4,raise 01000,clout 21000,blush 01000,canal 22222,,
whiny,4,raise 00200,blunt 00020,dowry 00102,whiny 22222,,
joint,4,raise 00200,blunt 00022,humph 00000,joint 22222,,
prude,4,raise 10002,thong 00000,humph 01010,prude 22222,,
heavy,4,raise 01001,dealt 02200,humph 20000,heavy 22222,,
wield,4,raise 00101,lipid 12002,dwarf 11000,wield 22222,,
shale,4,raise 01012,stalk 20220,cigar 00010,shale 22222,,
screw,4,raise 10011,sheep 20020,sower 20121,screw 22222,,
smoky,4,raise 00010,stony 20202,humph 00100,smoky 22222,,
whiff,4,raise 00200,blunt 00000,dwarf 01001,whiff 22222,,
glade,4,raise 01002,blank 02200,digit 10100,glade 22222,,
stoke,4,raise 00012,cloth 00210,naval 00000,stoke 22222,,
riper,4,raise 10101,diner 02021,humph 00010,riper 22222,,
cocoa,4,raise 01000,clout 10100,motor 02020,cocoa 22222,,
guilt,4,raise 00200,blunt 01102,cigar 01100,guilt 22222,,
humus,4,raise 00010,stony 10000,humph 21200,humus 22222,,
shush,4,raise 00010,stony 10000,humph 11002,shush 22222,,
table,4,raise 02002,gulch 00100,moult 00021,table 22222,,
wrong,4,raise 10000,count 01020,dwarf 01010,wrong 22222,,
shiny,4,raise 00210,plunk 00020,batty 00002,shiny 22222,,
hunch,4,raise 00000,nobly 10000,humph 22002,hunch 22222,,
polar,4,raise 11000,crowd 01100,motor 02002,polar 22222,,
hotel,4,raise 00001,betel 00222,humph 20000,hotel 22222,,
sword,4,raise 10010,shout 20200,dwarf 12020,sword 22222,,
cleat,4,raise 01001,dealt 01112,belch 01110,cleat 22222,,
mango,4,raise 02000,count 01010,cigar 00110,mango 22222,,
clout,4,raise 00000,nobly 01010,dutch 01110,clout 22222,,
ovate,4,raise 01002,blank 00200,cigar 00010,ovate 22222,,
facet,4,raise 02001,novel 00020,cigar 10010,facet 22222,,
chili,4,raise 00100,pilot 01100,civic 21010,chili 22222,,
liner,4,raise 10101,diner 02222,focal 00001,liner 22222,,
snake,4,raise 01012,stalk 20201,humph 00000,snake 22222,,
fable,4,raise 02002,gulch 00100,moult 00020,fable 22222,,
balmy,4,raise 02000,count 00000,plumb 01021,balmy 22222,,
flash,4,raise 01020,chant 01200,rebut 00000,flash 22222,,
unwed,4,raise 00001,betel 00020,woven 10021,unwed 22222,,
stump,4,raise 00010,stony 22000,focal 00000,stump 22222,,
witty,4,raise 00100,pilot 02001,width 22010,witty 22222,,
wimpy,4,raise 00100,pilot 12000,humph 00220,wimpy 22222,,
blend,4,raise 00001,betel 21001,blush 22000,blend 22222,,
salsa,4,raise 01010,shalt 10110,naval 01001,salsa 22222,,
thick,4,raise 00200,blunt 00001,cigar 11000,thick 22222,,
warty,4,raise 12000,morph 00200,awake 11000,warty 22222,,
blare,4,raise 11002,track 01200,feign 01000,blare 22222,,
spoon,4,raise 00010,stony 20110,whelp 00001,spoon 22222,,
probe,4,raise 10002,thong 00200,adobe 00222,probe 22222,,
crepe,4,raise 10001,deter 01011,humph 00020,crepe 22222,,
knack,4,raise 01000,clout 10000,awake 00210,knack 22222,,
force,4,raise 10002,thong 00100,cigar 10001,force 22222,,
order,4,raise 10001,deter 10021,rebut 11000,order 22222,,
teeth,4,raise 00001,betel 01100,humph 00002,teeth 22222,,
agent,4,raise 01001,dealt 01102,cigar 00110,agent 22222,,
widen,4,raise 00101,lipid 02001,focal 00000,widen 22222,,
icily,4,raise 00100,pilot 01100,civic 11010,icily 22222,,
slice,4,raise 00212,plunk 02000,model 00011,slice 22222,,
ingot,4,raise 00100,pilot 01022,cigar 01200,ingot 22222,,
juror,4,raise 10000,count 01100,major 00121,juror 22222,,
blood,4,raise 00000,nobly 01110,model 01101,blood 22222,,
abode,4,raise 01002,blank 10100,evade 00122,abode 22222,,
throw,4,raise 10000,count 01001,bloom 00020,throw 22222,,
troop,4,raise 10000,count 01001,bloom 00220,troop 22222,,
sewer,4,raise 10011,sheep 20120,evade 10001,sewer 22222,,
morph,4,raise 10000,count 02000,dowry 02010,morph 22222,,
tacky,4,raise 02000,count 10001,belch 00010,tacky 22222,,
spool,4,raise 00010,stony 20100,whelp 00011,spool 22222,,
demon,4,raise 00001,betel 02000,colon 00022,demon 22222,,
moody,4,raise 00000,nobly 01002,wedge 00100,moody 22222,,
annex,4,raise 01001,dealt 01100,month 00100,annex 22222,,
begin,4,raise 00101,lipid 00020,cigar 01200,begin 22222,,
lumpy,4,raise 00000,nobly 00012,lipid 20100,lumpy 22222,,
admin,4,raise 01100,until 01020,humph 00200,admin 22222,,
omega,4,raise 01001,dealt 01100,month 11000,omega 22222,,
tabby,4,raise 02000,count 00001,batty 12102,tabby 22222,,
macho,4,raise 02000,count 11000,humph 10100,macho 22222,,
verge,4,raise 10001,deter 01001,glove 10011,verge 22222,,
botch,4,raise 00000,nobly 02100,cigar 10000,botch 22222,,
cubic,4,raise 00100,pilot 01000,ionic 00021,cubic 22222,,
guide,4,raise 00202,cloth 00000,cigar 01100,guide 22222,,
under,4,raise 10001,deter 10022,model 00220,under 22222,,
fraud,4,raise 11000,crowd 02002,rebut 10020,fraud 22222,,
scoop,4,raise 00010,stony 20100,whelp 00002,scoop 22222,,
olden,4,raise 00001,betel 00021,humph 00000,olden 22222,,
clerk,4,raise 10001,deter 01001,glove 02001,clerk 22222,,
debar,4,raise 11001,bleat 10120,cigar 00022,debar 22222,,
ethic,4,raise 00101,lipid 00020,cigar 11000,ethic 22222,,
tulle,4,raise 00002,blond 01000,cigar 00000,tulle 22222,,
ghoul,4,raise 00000,nobly 01010,dutch 01001,ghoul 22222,,
hilly,4,raise 00100,pilot 02100,howdy 20002,hilly 22222,,
crude,4,raise 10002,thong 00000,humph 01000,crude 22222,,
apart,4,raise 11000,crowd 01000,alarm 20220,apart 22222,,
scale,4,raise 01012,stalk 20220,cigar 10010,scale 22222,,
older,4,raise 10001,deter 10022,model 01221,older 22222,,
briny,4,raise 10200,crypt 02100,cigar 01001,briny 22222,,
abbot,4,raise 01000,clout 00102,rebut 00102,abbot 22222,,
rerun,4,raise 10001,deter 02001,mucky 01000,rerun 22222,,
befit,4,raise 00101,lipid 00020,cigar 01000,befit 22222,,
drawn,4,raise 11000,crowd 02021,blush 00000,drawn 22222,,
itchy,4,raise 00100,pilot 01001,humph 10000,itchy 22222,,
cheer,4,raise 10001,deter 01022,rebut 11000,cheer 22222,,
bagel,4,raise 02001,novel 00022,cigar 00210,bagel 22222,,
guess,4,raise 00011,spelt 10200,cigar 00100,guess 22222,,
leant,4,raise 01001,dealt 02212,humph 00000,leant 22222,,
swing,4,raise 00210,plunk 00020,batty 00000,swing 22222,,
opine,4,raise 00202,cloth 00100,evade 00002,opine 22222,,
taste,4,raise 02012,butch 00100,whelp 00100,taste 22222,,
lupus,4,raise 00010,stony 10000,humph 01010,lupus 22222,,
gumbo,4,raise 00000,nobly 01100,major 10010,gumbo 22222,,
miner,4,raise 10101,diner 02222,focal 00000,miner 22222,,
green,4,raise 10001,deter 01021,print 02010,green 22222,,
lipid,4,raise 00100,pilot 11100,humph 00010,lipid 22222,,
topic,4,raise 00100,pilot 11011,focal 02100,topic 22222,,
armor,4,raise 11000,crowd 01100,motor 10021,armor 22222,,
crane,4,raise 11002,track 02210,naval 11000,crane 22222,,
mural,4,raise 11000,crowd 01000,alarm 11011,mural 22222,,
abled,4,raise 01001,dealt 11110,cigar 00010,abled 22222,,
bossy,4,raise 00010,stony 10102,rebut 00100,bossy 22222,,
dusky,4,raise 00010,stony 10002,mushy 02202,dusky 22222,,
dizzy,4,raise 00100,pilot 02000,dunce 20000,dizzy 22222,,
sense,4,raise 00011,spelt 10100,evade 10002,sense 22222,,
giant,4,raise 01100,until 01110,cigar 02110,giant 22222,,
surly,4,raise 10010,shout 20010,blush 01110,surly 22222,,
legal,4,raise 01001,dealt 02110,cigar 00220,legal 22222,,
fatal,4,raise 01000,clout 01001,focal 20012,fatal 22222,,
flunk,4,raise 00000,nobly 10010,flick 22002,flunk 22222,,
began,4,raise 01001,dealt 02100,bench 22100,began 22222,,
small,4,raise 01010,shalt 20210,cigar 00010,small 22222,,
scoff,4,raise 00010,stony 20200,shelf 20001,scoff 22222,,
ninny,4,raise 00100,pilot 02000,dunce 00100,ninny 22222,,
covey,4,raise 00001,betel 00020,woven 02220,covey 22222,,
viper,4,raise 10101,diner 02022,vital 22000,viper 22222,,
taken,4,raise 02001,novel 10020,rebut 01001,taken 22222,,
moral,4,raise 11000,crowd 01100,motor 22001,moral 22222,,
vogue,4,raise 00002,blond 00100,cigar 00200,vogue 22222,,
owing,4,raise 00200,blunt 00020,dowry 01100,owing 22222,,
token,4,raise 00001,betel 00120,unmet 01021,token 22222,,
booth,4,raise 00000,nobly 01100,major 00010,booth 22222,,
voter,4,raise 10001,deter 00222,rebut 11001,voter 22222,,
chide,4,raise 00202,cloth 20001,humph 10000,chide 22222,,
elfin,4,raise 00101,lipid 10020,rebut 01000,elfin 22222,,
neigh,4,raise 00201,deter 02000,bench 02102,neigh 22222,,
minim,4,raise 00100,pilot 01000,ionic 10220,minim 22222,,
melon,4,raise 00001,betel 02001,month 21100,melon 22222,,
kneed,4,raise 00001,betel 01020,humph 00000,kneed 22222,,
decoy,4,raise 00001,betel 02000,colon 10020,decoy 22222,,
tribe,4,raise 10202,thump 20000,cigar 01001,tribe 22222,,
eager,4,raise 12001,glyph 10000,awake 10001,eager 22222,,
birth,4,raise 10100,grout 01001,humph 00002,birth 22222,,
graph,4,raise 11000,crowd 02000,print 12000,graph 22222,,
odder,4,raise 10001,deter 10022,model 01120,odder 22222,,
terra,4,raise 11001,bleat 00111,dwarf 00110,terra 22222,,
clack,4,raise 01000,clout 12000,bench 00010,clack 22222,,
color,4,raise 10000,count 21000,grade 01000,color 22222,,
weigh,4,raise 00201,deter 02000,bench 02002,weigh 22222,,
uncut,4,raise 00000,nobly 10000,humph 01000,uncut 22222,,
ladle,4,raise 02002,gulch 00100,moult 00010,ladle 22222,,
craft,4,raise 11000,crowd 22000,unmet 00002,craft 22222,,
minus,4,raise 00110,shout 10020,cigar 02000,minus 22222,,
dicey,4,raise 00101,lipid 02001,focal 00200,dicey 22222,,
titan,4,raise 01100,until 01110,cigar 02020,titan 22222,,
lucid,4,raise 00100,pilot 01100,civic 10020,lucid 22222,,
vicar,4,raise 11100,gland 00100,cigar 12022,vicar 22222,,
dress,4,raise 10011,sheep 10200,cigar 00001,dress 22222,,
ditch,4,raise 00100,pilot 02001,width 02112,ditch 22222,,
swoop,4,raise 00010,stony 20100,whelp 10002,swoop 22222,,
broke,4,raise 10002,thong 00200,adobe 00212,broke 22222,,
teary,4,raise 11001,bleat 00111,dwarf 00220,teary 22222,,
chart,4,raise 11000,crowd 21000,humph 10000,chart 22222,,
wordy,4,raise 10000,count 02000,dowry 12112,wordy 22222,,
leper,4,raise 10001,deter 02022,naval 00001,leper 22222,,
nosey,4,raise 00011,spelt 10100,evade 10000,nosey 22222,,
bulge,4,raise 00002,blond 21000,cigar 00100,bulge 22222,,
clamp,4,raise 01000,clout 22000,karma 01020,clamp 22222,,
funky,4,raise 00000,nobly 10002,bench 00200,funky 22222,,
foamy,4,raise 01000,clout 00100,nymph 01100,foamy 22222,,
toxic,4,raise 00100,pilot 01011,bench 00010,toxic 22222,,
brand,4,raise 11000,crowd 02002,rebut 10100,brand 22222,,
plumb,4,raise 00000,nobly 00110,humph 01110,plumb 22222,,
dingy,4,raise 00100,pilot 02000,dunce 20200,dingy 22222,,
drill,4,raise 10200,crypt 02000,guild 00211,drill 22222,,
bicep,4,raise 00101,lipid 02100,bench 21010,bicep 22222,,
drama,4,raise 11000,crowd 02001,awake 10200,drama 22222,,
hyena,4,raise 01001,dealt 01100,month 00101,hyena 22222,,
think,4,raise 00200,blunt 00021,lying 00220,think 22222,,
cobra,4,raise 11000,crowd 21100,cigar 20011,cobra 22222,,
scrum,4,raise 10010,shout 20020,humph 01100,scrum 22222,,
bused,4,raise 00011,spelt 10100,evade 10010,bused 22222,,
camel,4,raise 02001,novel 00022,cigar 20010,camel 22222,,
heard,4,raise 11001,bleat 00110,marry 01020,heard 22222,,
angel,4,raise 01001,dealt 01110,slung 01011,angel 22222,,
petal,4,raise 01001,dealt 02111,humph 00010,petal 22222,,
pouty,4,raise 00000,nobly 02002,muddy 01002,pouty 22222,,
throb,4,raise 10000,count 01001,bloom 10020,throb 22222,,
fetal,4,raise 01001,dealt 02111,humph 00000,fetal 22222,,
shout,4,raise 00010,stony 21200,perch 00001,shout 22222,,
cadet,4,raise 02001,novel 00020,cigar 20010,cadet 22222,,
macro,4,raise 12000,morph 21100,yearn 00120,macro 22222,,
dodgy,4,raise 00000,nobly 02002,muddy 00102,dodgy 22222,,
binge,4,raise 00102,botch 20000,blush 20000,binge 22222,,
leapt,4,raise 01001,dealt 02212,humph 00020,leapt 22222,,
myrrh,4,raise 10000,count 00000,dwarf 00010,myrrh 22222,,
sonar,4,raise 11010,stamp 20100,blush 00010,sonar 22222,,
tower,4,raise 10001,deter 00122,totem 22020,tower 22222,,
baron,4,raise 12000,morph 01200,stool 00020,baron 22222,,
fever,4,raise 10001,deter 02022,naval 00200,fever 22222,,
belie,4,raise 00101,lipid 10020,rebut 01100,belie 22222,,
sloop,4,raise 00010,stony 20100,whelp 00012,sloop 22222,,
expel,4,raise 00001,betel 01022,bench 01000,expel 22222,,
baler,4,raise 12001,glyph 01000,rebut 11100,baler 22222,,
above,4,raise 01002,blank 10100,evade 01102,above 22222,,
snack,4,raise 01010,shalt 20200,mucky 00110,snack 22222,,
scowl,4,raise 00010,stony 20200,shelf 20010,scowl 22222,,
frail,4,raise 11100,gland 01200,rebut 10000,frail 22222,,
limbo,4,raise 00100,pilot 02110,cigar 02000,limbo 22222,,
motel,4,raise 00001,betel 00222,humph 00100,motel 22222,,
wreak,4,raise 11001,bleat 00220,dwarf 01110,wreak 22222,,
talon,4,raise 02000,count 01011,blush 01000,talon 22222,,
knelt,4,raise 00001,betel 01101,unfed 02010,knelt 22222,,
cello,4,raise 00001,betel 02001,month 01000,cello 22222,,
crime,4,raise 10202,thump 00020,cigar 21001,crime 22222,,
salve,4,raise 02012,butch 00000,sissy 20000,salve 22222,,
scout,4,raise 00010,stony 21200,perch 00010,scout 22222,,
imbue,4,raise 00102,botch 10000,cigar 01000,imbue 22222,,
pinky,4,raise 00100,pilot 22000,stink 00111,pinky 22222,,
stave,4,raise 01012,stalk 22200,cigar 00010,stave 22222,,
vague,4,raise 02002,gulch 11000,cigar 00210,vague 22222,,
chock,4,raise 00000,nobly 01000,dutch 00011,chock 22222,,
fight,4,raise 00100,pilot 02002,frown 20000,fight 22222,,
video,4,raise 00101,lipid 02001,focal 01000,video 22222,,
stone,4,raise 00012,cloth 00210,naval 10000,stone 22222,,
teach,4,raise 01001,dealt 02201,humph 00002,teach 22222,,
cleft,4,raise 00001,betel 01101,unfed 00110,cleft 22222,,
prawn,4,raise 11000,crowd 02020,blush 00000,prawn 22222,,
booty,4,raise 00000,nobly 01102,batty 20022,booty 22222,,
apnea,4,raise 01001,dealt 01100,month 00200,apnea 22222,,
stiff,4,raise 00210,plunk 00000,whelp 00000,stiff 22222,,
plaza,4,raise 01000,clout 02000,aback 10200,plaza 22222,,
ledge,4,raise 00001,betel 01001,gulch 10100,ledge 22222,,
tweak,4,raise 01001,dealt 01101,cigar 00020,tweak 22222,,
board,4,raise 11000,crowd 01102,rebut 10100,board 22222,,
