where,4,roate 10001,seder 01011,breme 01202,where 22222,,,,,
sassy,4,roate 00100,nails 02001,pussy 00122,sassy 22222,,,,,
beach,4,roate 00201,heels 12000,abaca 01220,beach 22222,,,,,
comic,4,roate 02000,bludy 00000,acmic 01222,comic 22222,,,,,
clued,4,roate 00001,lenes 10020,admix 01000,clued 22222,,,,,
creep,4,roate 10001,seder 01021,arpen 02110,creep 22222,,,,,
graze,4,roate 10202,clags 00210,paved 01010,graze 22222,,,,,
frock,4,roate 11000,croon 12200,abaca 00020,frock 22222,,,,,
prong,4,roate 11000,croon 02201,apaid 01000,prong 22222,,,,,
steel,4,roate 00011,seeld 21210,abaft 00001,steel 22222,,,,,
halve,4,roate 00102,salmi 02200,ahull 11010,halve 22222,,,,,
vinyl,4,roate 00000,clips 01100,baldy 00101,vinyl 22222,,,,,
smell,4,roate 00001,lenes 11001,bumph 00100,smell 22222,,,,,
adage,4,roate 00102,salmi 01000,aargh 10020,adage 22222,,,,,
worry,4,roate 12000,curds 00100,aalii 00000,worry 22222,,,,,
tasty,4,roate 00110,tinct 10000,abamp 10000,tasty 22222,,,,,
local,4,roate 02100,nidal 00021,abaca 10010,local 22222,,,,,
ashen,4,roate 00101,nebel 10020,aahed 20220,ashen 22222,,,,,
gaunt,4,roate 00110,tinct 00102,dight 00102,gaunt 22222,,,,,
adorn,4,roate 11100,macon 01012,abohm 20200,adorn 22222,,,,,
speck,4,roate 00001,lenes 01001,cogie 10001,speck 22222,,,,,
sheik,4,roate 00001,lenes 01001,cogie 00021,sheik 22222,,,,,
missy,4,roate 00000,clips 00101,assai 01201,missy 22222,,,,,
grunt,4,roate 10010,scuft 00202,aband 00020,grunt 22222,,,,,
snoop,4,roate 01000,blins 00011,adown 00101,snoop 22222,,,,,
mafia,4,roate 00100,nails 01100,aahed 12000,mafia 22222,,,,,
emcee,4,roate 00001,lenes 01010,abaca 00010,emcee 22222,,,,,
vapid,4,roate 00100,nails 02100,ached 10002,vapid 22222,,,,,
jelly,4,roate 00001,lenes 12000,baith 00000,jelly 22222,,,,,
skulk,4,roate 00000,clips 01001,alula 00220,skulk 22222,,,,,
angst,4,roate 00110,tinct 00102,dight 00202,angst 22222,,,,,
tubal,4,roate 00110,tinct 20000,abele 11010,tubal 22222,,,,,
crest,4,roate 10011,serer 11100,abaca 00010,crest 22222,,,,,
cyber,4,roate 10001,seder 00022,filch 00010,cyber 22222,,,,,
swami,4,roate 00200,spick 20100,aboil 10010,swami 22222,,,,,
groom,4,roate 11000,croon 02220,abamp 00010,groom 22222,,,,,
hitch,4,roate 00010,knish 00101,mulct 00021,hitch 22222,,,,,
frond,4,roate 11000,croon 02201,apaid 00002,frond 22222,,,,,
puree,4,roate 10001,seder 01021,arpen 01110,puree 22222,,,,,
venue,4,roate 00001,lenes 01200,chimp 00000,venue 22222,,,,,
swarm,4,roate 10200,chins 00001,abamp 00210,swarm 22222,,,,,
seven,4,roate 00001,lenes 02121,abamp 00000,seven 22222,,,,,
dryer,4,roate 10001,seder 00121,cided 00120,dryer 22222,,,,,
diary,4,roate 10200,chins 00100,algid 10011,diary 22222,,,,,
dryly,4,roate 10000,sculk 00020,acids 00010,dryly 22222,,,,,
drank,4,roate 10200,chins 00020,bifid 00001,drank 22222,,,,,
heady,4,roate 00201,heels 22000,aahed 10111,heady 22222,,,,,
pixie,4,roate 00002,pling 20100,abuna 00000,pixie 22222,,,,,
shalt,4,roate 00210,skint 20002,aalii 10100,shalt 22222,,,,,
penne,4,roate 00001,lenes 01100,acidy 00000,penne 22222,,,,,
amend,4,roate 00101,nebel 11000,aahed 20012,amend 22222,,,,,
datum,4,roate 00110,tinct 10000,abamp 10010,datum 22222,,,,,
build,4,roate 00000,clips 01200,aband 01002,build 22222,,,,,
lodge,4,roate 02002,pilus 00100,aahed 00011,lodge 22222,,,,,
suing,4,roate 00000,clips 00201,shuns 20120,suing 22222,,,,,
rearm,4,roate 10201,bendy 02000,aalii 10000,rearm 22222,,,,,
infer,4,roate 10001,seder 00022,filch 11000,infer 22222,,,,,
mayor,4,roate 11100,macon 22020,abaya 10010,mayor 22222,,,,,
ovoid,4,roate 01000,blins 00100,adaws 01000,ovoid 22222,,,,,
usage,4,roate 00202,plums 00101,aargh 10020,usage 22222,,,,,
chuck,4,roate 00000,clips 10000,bandh 00001,chuck 22222,,,,,
prank,4,roate 10200,chins 00020,bifid 00000,prank 22222,,,,,
fishy,4,roate 00000,clips 00101,assai 00201,fishy 22222,,,,,
tooth,4,roate 01010,spoot 00101,aahed 00100,tooth 22222,,,,,
ether,4,roate 10011,serer 01022,aahed 00210,ether 22222,,,,,
drove,4,roate 11002,phons 00200,befog 01010,drove 22222,,,,,
idler,4,roate 10001,seder 00122,adunc 02000,idler 22222,,,,,
stint,4,roate 00010,knish 01210,aargh 00000,stint 22222,,,,,
while,4,roate 00002,pling 01200,aahed 00110,while 22222,,,,,
begat,4,roate 00111,salat 00022,abaca 11000,begat 22222,,,,,
apply,4,roate 00100,nails 01020,abamp 20001,apply 22222,,,,,
slang,4,roate 00200,spick 20000,ahull 10010,slang 22222,,,,,
aware,4,roate 10102,cauls 01000,aahed 10010,aware 22222,,,,,
timer,4,roate 10011,serer 00022,begum 01001,timer 22222,,,,,
bylaw,4,roate 00100,nails 01010,abeam 01020,bylaw 22222,,,,,
serum,4,roate 10001,seder 22001,aalii 00000,serum 22222,,,,,
three,4,roate 10011,serer 01220,aahed 00110,three 22222,,,,,
steak,4,roate 00111,salat 20021,adeem 10200,steak 22222,,,,,
iliac,4,roate 00100,nails 01110,aidas 01020,iliac 22222,,,,,
shirk,4,roate 10000,sculk 20002,aahed 00100,shirk 22222,,,,,
blunt,4,roate 00010,knish 01000,aalii 00100,blunt 22222,,,,,
puppy,4,roate 00000,clips 00010,dippy 00122,puppy 22222,,,,,
joist,4,roate 02010,mucin 00010,aflaj 00001,joist 22222,,,,,
bunny,4,roate 00000,clips 00000,bandh 20100,bunny 22222,,,,,
shape,4,roate 00202,plums 10001,aahed 10110,shape 22222,,,,,
beget,4,roate 00011,seeld 01000,bidet 20012,beget 22222,,,,,
wheel,4,roate 00001,lenes 11020,bumph 00001,wheel 22222,,,,,
adept,4,roate 00111,salat 01002,aahed 20011,adept 22222,,,,,
stunt,4,roate 00010,knish 01010,aargh 00000,stunt 22222,,,,,
fluke,4,roate 00002,pling 02000,abaka 00020,fluke 22222,,,,,
afoot,4,roate 01110,aboil 20100,abaca 20000,afoot 22222,,,,,
bully,4,roate 00000,clips 01000,baked 20000,bully 22222,,,,,
dense,4,roate 00001,lenes 01201,aahed 00011,dense 22222,,,,,
sneer,4,roate 10001,seder 21022,aahed 00010,sneer 22222,,,,,
jumbo,4,roate 01000,blins 10000,agama 00010,jumbo 22222,,,,,
space,4,roate 00202,plums 10001,aahed 10010,space 22222,,,,,
avail,4,roate 00100,nails 01110,aidas 11000,avail 22222,,,,,
short,4,roate 11010,snoot 20202,aahed 00100,short 22222,,,,,
loyal,4,roate 02100,nidal 00021,abaca 10000,loyal 22222,,,,,
pizza,4,roate 00100,nails 01100,aahed 10000,pizza 22222,,,,,
conch,4,roate 02000,bludy 00000,acmic 01001,conch 22222,,,,,
droop,4,roate 11000,croon 02220,abamp 00002,droop 22222,,,,,
plunk,4,roate 00000,clips 02010,abaka 00010,plunk 22222,,,,,
afoul,4,roate 01100,nicol 00012,aahed 20000,afoul 22222,,,,,
savoy,4,roate 01100,nicol 00020,abaca 10000,savoy 22222,,,,,
steep,4,roate 00011,seeld 21200,aheap 00102,steep 22222,,,,,
agile,4,roate 00102,salmi 01101,agave 22002,agile 22222,,,,,
stake,4,roate 00212,galvo 01000,abaka 00220,stake 22222,,,,,
dwell,4,roate 00001,lenes 11000,delly 21120,dwell 22222,,,,,
knave,4,roate 00202,plums 00000,abaci 00200,knave 22222,,,,,
smash,4,roate 00200,spick 10000,mulsh 10012,smash 22222,,,,,
broil,4,roate 11000,croon 02200,gilds 01100,broil 22222,,,,,
shove,4,roate 01002,clons 00201,apish 00011,shove 22222,,,,,
baggy,4,roate 00100,nails 02000,bawds 22000,baggy 22222,,,,,
wager,4,roate 10101,malar 02002,gawsy 12100,wager 22222,,,,,
quack,4,roate 00200,spick 00022,ablow 10000,quack 22222,,,,,
squat,4,roate 00110,tinct 00002,calfs 01001,squat 22222,,,,,
snaky,4,roate 00200,spick 20001,aahed 10000,snaky 22222,,,,,
debit,4,roate 00011,seeld 02001,abaci 01001,debit 22222,,,,,
mange,4,roate 00102,salmi 02010,aband 10010,mange 22222,,,,,
joust,4,roate 02010,mucin 01000,aahed 00000,joust 22222,,,,,
tramp,4,roate 10210,tinct 20000,ables 10000,tramp 22222,,,,,
medal,4,roate 00101,nebel 02002,amped 11011,medal 22222,,,,,
micro,4,roate 11000,croon 11100,aalii 00010,micro 22222,,,,,
rebel,4,roate 20001,veles 02120,abaca 01000,rebel 22222,,,,,
flank,4,roate 00200,spick 00002,abaca 00200,flank 22222,,,,,
nadir,4,roate 10100,amias 10100,aahed 02001,nadir 22222,,,,,
comfy,4,roate 02000,bludy 00002,agism 00001,comfy 22222,,,,,
gruff,4,roate 10000,sculk 00200,aband 00000,gruff 22222,,,,,
mogul,4,roate 02000,bludy 01100,aargh 00010,mogul 22222,,,,,
fetch,4,roate 00011,seeld 02000,attap 00200,fetch 22222,,,,,
cause,4,roate 00102,salmi 12000,abaca 10010,cause 22222,,,,,
aglow,4,roate 01100,nicol 00021,ablow 20222,aglow 22222,,,,,
gaffe,4,roate 00102,salmi 02000,gauch 22000,gaffe 22222,,,,,
shyly,4,roate 00000,clips 01001,alula 00020,shyly 22222,,,,,
racer,4,roate 10101,malar 02001,apace 10011,racer 22222,,,,,
prowl,4,roate 11000,croon 02200,gilds 00100,prowl 22222,,,,,
thief,4,roate 00011,seeld 01000,bidet 01021,thief 22222,,,,,
tweet,4,roate 00011,seeld 01200,abcee 00010,tweet 22222,,,,,
waist,4,roate 00110,tinct 01002,abamp 10000,waist 22222,,,,,
patsy,4,roate 00110,tinct 10000,abamp 10001,patsy 22222,,,,,
truly,4,roate 10010,scuft 00201,aleph 01000,truly 22222,,,,,
swish,4,roate 00000,clips 00201,shuns 11000,swish 22222,,,,,
preen,4,roate 10001,seder 01021,arpen 02112,preen 22222,,,,,
bevel,4,roate 00001,lenes 12020,bavin 20200,bevel 22222,,,,,
lemur,4,roate 10001,seder 02002,aalii 00100,lemur 22222,,,,,
draft,4,roate 10210,tinct 00002,adsum 11000,draft 22222,,,,,
annoy,4,roate 01100,nicol 10020,aargh 20000,annoy 22222,,,,,
ditty,4,roate 00010,knish 00100,bidet 02101,ditty 22222,,,,,
cedar,4,roate 10101,malar 00022,caphs 21000,cedar 22222,,,,,
grown,4,roate 11000,croon 02202,bifid 00000,grown 22222,,,,,
drool,4,roate 11000,croon 02220,abamp 00000,drool 22222,,,,,
shuck,4,roate 00000,clips 10001,aahed 00100,shuck 22222,,,,,
stock,4,roate 01010,spoot 20201,acidy 01000,stock 22222,,,,,
gravy,4,roate 10200,chins 00000,abord 10010,gravy 22222,,,,,
locus,4,roate 02000,bludy 01100,aargh 00000,locus 22222,,,,,
wider,4,roate 10001,seder 00222,abaci 00001,wider 22222,,,,,
breed,4,roate 10001,seder 01121,befog 21000,breed 22222,,,,,
chafe,4,roate 00202,plums 00000,abaci 00210,chafe 22222,,,,,
cache,4,roate 00102,salmi 02000,gauch 02011,cache 22222,,,,,
deign,4,roate 00001,lenes 02100,bidon 01102,deign 22222,,,,,
fiend,4,roate 00001,lenes 01100,acidy 00110,fiend 22222,,,,,
logic,4,roate 02000,bludy 01000,abaca 00010,logic 22222,,,,,
cheap,4,roate 00101,nebel 01000,acers 11200,cheap 22222,,,,,
elide,4,roate 00001,lenes 11010,acids 00220,elide 22222,,,,,
renal,4,roate 20101,calmy 01100,aargh 10100,renal 22222,,,,,
pence,4,roate 00001,lenes 01200,chimp 10001,pence 22222,,,,,
blaze,4,roate 00202,plums 02000,baked 21010,blaze 22222,,,,,
envoy,4,roate 01001,leben 01001,advew 00210,envoy 22222,,,,,
brief,4,roate 10001,seder 00021,grips 02200,brief 22222,,,,,
never,4,roate 10001,seder 02022,elvan 10201,never 22222,,,,,
mouse,4,roate 02002,pilus 00011,aahed 00010,mouse 22222,,,,,
mucky,4,roate 00000,clips 10000,bandh 00000,mucky 22222,,,,,
sulky,4,roate 00000,clips 01001,alula 01100,sulky 22222,,,,,
fiery,4,roate 10001,seder 01001,civvy 02002,fiery 22222,,,,,
media,4,roate 00101,nebel 02000,abrim 10021,media 22222,,,,,
trunk,4,roate 10010,scuft 00201,aleph 00000,trunk 22222,,,,,
yeast,4,roate 00211,leans 02201,abaft 00202,yeast 22222,,,,,
skunk,4,roate 00000,clips 00001,hanky 00110,skunk 22222,,,,,
scalp,4,roate 00200,spick 21010,aalii 10100,scalp 22222,,,,,
bitty,4,roate 00010,knish 00100,bidet 22001,bitty 22222,,,,,
cider,4,roate 10001,seder 00222,abaci 00011,cider 22222,,,,,
koala,4,roate 02100,nidal 00011,aahed 11000,koala 22222,,,,,
duvet,4,roate 00011,seeld 01001,aahed 00021,duvet 22222,,,,,
segue,4,roate 00001,lenes 01001,cogie 00201,segue 22222,,,,,
creme,4,roate 10001,seder 01011,breme 02222,creme 22222,,,,,
super,4,roate 10001,seder 20022,aalii 00000,super 22222,,,,,
grill,4,roate 10000,sculk 00010,defog 00001,grill 22222,,,,,
ember,4,roate 10001,seder 01022,abaca 01000,ember 22222,,,,,
nobly,4,roate 02000,bludy 11002,aband 01010,nobly 22222,,,,,
speed,4,roate 00001,lenes 01021,aahed 00012,speed 22222,,,,,
recur,4,roate 10001,seder 02001,carby 10100,recur 22222,,,,,
smock,4,roate 01000,blins 00001,chowk 10202,smock 22222,,,,,
dread,4,roate 10101,malar 00021,backs 01000,dread 22222,,,,,
kappa,4,roate 00100,nails 01000,gamas 01000,kappa 22222,,,,,
shaky,4,roate 00200,spick 20001,aahed 10100,shaky 22222,,,,,
hover,4,roate 12001,hwyls 20000,abamp 00000,hover 22222,,,,,
synod,4,roate 01000,blins 00011,adown 01101,synod 22222,,,,,
faint,4,roate 00110,tinct 01102,afars 11000,faint 22222,,,,,
haunt,4,roate 00110,tinct 00102,dight 00012,haunt 22222,,,,,
flour,4,roate 11000,croon 01200,acyls 00010,flour 22222,,,,,
shrew,4,roate 10001,seder 20021,adunc 00000,shrew 22222,,,,,
tense,4,roate 00011,seeld 11000,abuna 00010,tense 22222,,,,,
plied,4,roate 00001,lenes 10020,admix 01010,plied 22222,,,,,
quark,4,roate 10200,chins 00000,abord 10020,quark 22222,,,,,
waxen,4,roate 00101,nebel 10020,aahed 02020,waxen 22222,,,,,
stoic,4,roate 01010,spoot 20201,acidy 01100,stoic 22222,,,,,
beefy,4,roate 00001,lenes 01000,dicky 00002,beefy 22222,,,,,
hussy,4,roate 00000,clips 00001,hanky 20002,hussy 22222,,,,,
quilt,4,roate 00010,knish 00200,begot 00002,quilt 22222,,,,,
saucy,4,roate 00100,nails 02001,pussy 01102,saucy 22222,,,,,
value,4,roate 00102,salmi 02200,ahull 10110,value 22222,,,,,
spice,4,roate 00002,pling 10200,abaca 00020,spice 22222,,,,,
honor,4,roate 11000,croon 01121,aahed 00100,honor 22222,,,,,
sharp,4,roate 10200,chins 02001,aduki 10000,sharp 22222,,,,,
bawdy,4,roate 00100,nails 02000,bawds 22220,bawdy 22222,,,,,
skull,4,roate 00000,clips 01001,alula 01220,skull 22222,,,,,
issue,4,roate 00002,pling 00100,abaca 00000,issue 22222,,,,,
lager,4,roate 10101,malar 02102,aargh 02110,lager 22222,,,,,
swell,4,roate 00001,lenes 11001,bumph 00000,swell 22222,,,,,
urine,4,roate 10002,dimps 01000,aband 00020,urine 22222,,,,,
gassy,4,roate 00100,nails 02001,pussy 00222,gassy 22222,,,,,
flora,4,roate 11100,macon 01010,abaca 00002,flora 22222,,,,,
brick,4,roate 10000,sculk 01002,abaca 01020,brick 22222,,,,,
holly,4,roate 02000,bludy 01002,faugh 00001,holly 22222,,,,,
decal,4,roate 00101,nebel 02002,amped 10011,decal 22222,,,,,
grass,4,roate 10200,chins 00001,abamp 00200,grass 22222,,,,,
shack,4,roate 00200,spick 20022,almah 10001,shack 22222,,,,,
sober,4,roate 12001,hwyls 00001,abaca 01000,sober 22222,,,,,
crier,4,roate 10001,seder 00021,grips 01200,crier 22222,,,,,
vying,4,roate 00000,clips 00200,ahind 00220,vying 22222,,,,,
hippo,4,roate 01000,blins 00100,adaws 00000,hippo 22222,,,,,
shark,4,roate 10200,chins 02001,aduki 10010,shark 22222,,,,,
drier,4,roate 10001,seder 00121,cided 01120,drier 22222,,,,,
bugle,4,roate 00002,pling 01001,aalii 00100,bugle 22222,,,,,
chalk,4,roate 00200,spick 00012,adhan 10100,chalk 22222,,,,,
feast,4,roate 00211,leans 02201,abaft 00212,feast 22222,,,,,
pedal,4,roate 00101,nebel 02002,amped 10111,pedal 22222,,,,,
scarf,4,roate 10200,chins 10001,abaft 00210,scarf 22222,,,,,
cruel,4,roate 10001,seder 00021,grips 02000,cruel 22222,,,,,
bleat,4,roate 00111,salat 00122,abaca 11000,bleat 22222,,,,,
slush,4,roate 00000,clips 02001,abash 00012,slush 22222,,,,,
semen,4,roate 00001,lenes 02121,abamp 00010,semen 22222,,,,,
windy,4,roate 00000,clips 00100,dungy 10202,windy 22222,,,,,
sally,4,roate 00100,nails 02011,aalii 02100,sally 22222,,,,,
igloo,4,roate 01000,blins 01100,aalii 00210,igloo 22222,,,,,
nerdy,4,roate 10001,seder 02101,abaci 00000,nerdy 22222,,,,,
jewel,4,roate 00001,lenes 12020,bavin 00000,jewel 22222,,,,,
hymen,4,roate 00001,lenes 00120,fidge 00001,hymen 22222,,,,,
abuse,4,roate 00102,salmi 11000,aahed 20010,abuse 22222,,,,,
fugue,4,roate 00002,pling 00001,bifid 00100,fugue 22222,,,,,
crumb,4,roate 10000,sculk 01200,abamp 01020,crumb 22222,,,,,
pansy,4,roate 00100,nails 12001,aahed 02000,pansy 22222,,,,,
syrup,4,roate 10000,sculk 20100,aargh 00200,syrup 22222,,,,,
suave,4,roate 00202,plums 00101,aargh 10000,suave 22222,,,,,
gamut,4,roate 00110,tinct 00002,calfs 02000,gamut 22222,,,,,
drake,4,roate 10202,clags 00200,baked 01111,drake 22222,,,,,
freed,4,roate 10001,seder 01121,befog 01100,freed 22222,,,,,
afire,4,roate 10102,cauls 01000,aahed 20010,afire 22222,,,,,
shirt,4,roate 10010,scuft 20002,aahed 00100,shirt 22222,,,,,
grout,4,roate 11010,snoot 00202,aahed 00000,grout 22222,,,,,
oddly,4,roate 01000,blins 01000,acold 00121,oddly 22222,,,,,
plaid,4,roate 00200,spick 01100,aahed 10002,plaid 22222,,,,,
broom,4,roate 11000,croon 02220,abamp 01010,broom 22222,,,,,
blind,4,roate 00000,clips 02200,abaka 01000,blind 22222,,,,,
enemy,4,roate 00001,lenes 01110,aalii 00000,enemy 22222,,,,,
again,4,roate 00100,nails 11100,aalii 10020,again 22222,,,,,
tying,4,roate 00010,knish 01200,abaft 00001,tying 22222,,,,,
gazer,4,roate 10101,malar 02002,gawsy 22000,gazer 22222,,,,,
noble,4,roate 02002,pilus 00100,aahed 00010,noble 22222,,,,,
hobby,4,roate 02000,bludy 10002,aahed 00100,hobby 22222,,,,,
beast,4,roate 00211,leans 02201,abaft 01202,beast 22222,,,,,
idiom,4,roate 01000,blins 00100,adaws 02000,idiom 22222,,,,,
utter,4,roate 10011,serer 00022,begum 01010,utter 22222,,,,,
sixth,4,roate 00020,linds 02001,aahed 00100,sixth 22222,,,,,
alarm,4,roate 10100,amias 11000,aahed 10000,alarm 22222,,,,,
elegy,4,roate 00001,lenes 11010,acids 00000,elegy 22222,,,,,
spunk,4,roate 00000,clips 00011,aargh 00000,spunk 22222,,,,,
scaly,4,roate 00200,spick 20010,aahed 10000,scaly 22222,,,,,
scold,4,roate 01000,blins 01001,aboil 00201,scold 22222,,,,,
chick,4,roate 00000,clips 10200,aduki 00011,chick 22222,,,,,
canal,4,roate 00100,nails 11010,abaca 10110,canal 22222,,,,,
whiny,4,roate 00000,clips 00200,ahind 02220,whiny 22222,,,,,
slash,4,roate 00200,spick 10000,mulsh 00112,slash 22222,,,,,
joint,4,roate 02010,mucin 00011,abamp 00000,joint 22222,,,,,
swept,4,roate 00011,seeld 20200,acing 00000,swept 22222,,,,,
heavy,4,roate 00201,heels 22000,aahed 10110,heavy 22222,,,,,
femme,4,roate 00001,lenes 01000,dicky 00000,femme 22222,,,,,
lasso,4,roate 01100,nicol 00011,advew 10000,lasso 22222,,,,,
shale,4,roate 00202,plums 01001,aahed 10110,shale 22222,,,,,
screw,4,roate 10001,seder 20021,adunc 00001,screw 22222,,,,,
spree,4,roate 10001,seder 21021,abaca 00000,spree 22222,,,,,
smoky,4,roate 01000,blins 00001,chowk 00201,smoky 22222,,,,,
whiff,4,roate 00000,clips 00200,ahind 02200,whiff 22222,,,,,
scent,4,roate 00011,seeld 20200,acing 02020,scent 22222,,,,,
glade,4,roate 00202,plums 02000,baked 01011,glade 22222,,,,,
spent,4,roate 00011,seeld 20200,acing 00020,spent 22222,,,,,
riper,4,roate 10001,seder 00021,grips 01110,riper 22222,,,,,
cocoa,4,roate 01100,nicol 00110,aahed 10000,cocoa 22222,,,,,
guilt,4,roate 00010,knish 00200,begot 00102,guilt 22222,,,,,
shush,4,roate 00000,clips 00001,hanky 10000,shush 22222,,,,,
smirk,4,roate 10000,sculk 20002,aahed 00000,smirk 22222,,,,,
wrong,4,roate 11000,croon 02201,apaid 00000,wrong 22222,,,,,
noisy,4,roate 02000,bludy 00002,agism 00220,noisy 22222,,,,,
shiny,4,roate 00000,clips 00201,shuns 22020,shiny 22222,,,,,
hunch,4,roate 00000,clips 10000,bandh 00201,hunch 22222,,,,,
pixel,4,roate 00001,lenes 10020,admix 00011,pixel 22222,,,,,
sword,4,roate 11000,croon 01200,acyls 00001,sword 22222,,,,,
cleat,4,roate 00111,salat 00122,abaca 10010,cleat 22222,,,,,
mango,4,roate 01100,nicol 10010,abamp 10010,mango 22222,,,,,
puffy,4,roate 00000,clips 00010,dippy 00102,puffy 22222,,,,,
billy,4,roate 00000,clips 01100,baldy 20102,billy 22222,,,,,
clout,4,roate 01010,spoot 00202,abaca 00010,clout 22222,,,,,
dance,4,roate 00102,salmi 02000,gauch 02020,dance 22222,,,,,
facet,4,roate 00111,salat 02002,aahed 02020,facet 22222,,,,,
chili,4,roate 00000,clips 21100,aahed 00100,chili 22222,,,,,
paint,4,roate 00110,tinct 01102,afars 10000,paint 22222,,,,,
audio,4,roate 01100,nicol 01010,aahed 20001,audio 22222,,,,,
snake,4,roate 00202,plums 00001,ached 10010,snake 22222,,,,,
fable,4,roate 00102,salmi 02100,abaca 11000,fable 22222,,,,,
balmy,4,roate 00100,nails 02010,aahed 02000,balmy 22222,,,,,
flash,4,roate 00200,spick 10000,mulsh 00122,flash 22222,,,,,
unwed,4,roate 00001,lenes 00120,fidge 00101,unwed 22222,,,,,
churn,4,roate 10000,sculk 01200,abamp 00000,churn 22222,,,,,
weedy,4,roate 00001,lenes 01000,dicky 10002,weedy 22222,,,,,
stump,4,roate 00010,knish 00010,abysm 00011,stump 22222,,,,,
witty,4,roate 00010,knish 00100,bidet 02001,witty 22222,,,,,
spoof,4,roate 01000,blins 00001,chowk 00100,spoof 22222,,,,,
blend,4,roate 00001,lenes 11100,aahed 00012,blend 22222,,,,,
salsa,4,roate 00100,nails 01011,abaca 10002,salsa 22222,,,,,
manic,4,roate 00100,nails 12100,abamp 10010,manic 22222,,,,,
blare,4,roate 10202,clags 02200,abaca 01200,blare 22222,,,,,
squib,4,roate 00000,clips 00101,assai 01001,squib 22222,,,,,
spoon,4,roate 01000,blins 00011,adown 00102,spoon 22222,,,,,
probe,4,roate 11002,phons 20200,abaca 01000,probe 22222,,,,,
crepe,4,roate 10001,seder 01011,breme 02202,crepe 22222,,,,,
debut,4,roate 00011,seeld 02001,abaci 01000,debut 22222,,,,,
agent,4,roate 00111,salat 01002,aahed 20010,agent 22222,,,,,
widen,4,roate 00001,lenes 00120,fidge 02201,widen 22222,,,,,
icily,4,roate 00000,clips 11100,aahed 00000,icily 22222,,,,,
slice,4,roate 00002,pling 02200,ached 01010,slice 22222,,,,,
ingot,4,roate 01010,spoot 00022,aband 00010,ingot 22222,,,,,
clash,4,roate 00200,spick 10010,aargh 10002,clash 22222,,,,,
juror,4,roate 11000,croon 01020,firer 00202,juror 22222,,,,,
blood,4,roate 01000,blins 22000,abohm 01100,blood 22222,,,,,
throw,4,roate 11010,snoot 00021,abmho 00011,throw 22222,,,,,
pivot,4,roate 01010,spoot 01022,aalii 00010,pivot 22222,,,,,
spare,4,roate 10202,clags 00201,adhan 10000,spare 22222,,,,,
sewer,4,roate 10001,seder 22022,ablow 00001,sewer 22222,,,,,
morph,4,roate 12000,curds 00200,aargh 00202,morph 22222,,,,,
spool,4,roate 01000,blins 01001,aboil 00102,spool 22222,,,,,
annex,4,roate 00101,nebel 10020,aahed 20020,annex 22222,,,,,
begin,4,roate 00001,lenes 02100,bidon 21002,begin 22222,,,,,
patch,4,roate 00110,tinct 10020,bumph 00012,patch 22222,,,,,
water,4,roate 10111,talea 12020,achar 10002,water 22222,,,,,
lumpy,4,roate 00000,clips 01020,aahed 00000,lumpy 22222,,,,,
admin,4,roate 00100,nails 11100,aalii 20020,admin 22222,,,,,
limit,4,roate 00010,knish 00100,bidet 01002,limit 22222,,,,,
tabby,4,roate 00110,tinct 20000,abele 11000,tabby 22222,,,,,
skiff,4,roate 00000,clips 00201,shuns 20000,skiff 22222,,,,,
basis,4,roate 00100,nails 02101,abaca 11000,basis 22222,,,,,
verge,4,roate 10001,seder 01001,civvy 00100,verge 22222,,,,,
crawl,4,roate 10200,chins 20000,abysm 10000,crawl 22222,,,,,
slain,4,roate 00200,spick 20100,aboil 10021,slain 22222,,,,,
wrack,4,roate 10200,chins 10000,abaca 00220,wrack 22222,,,,,
guide,4,roate 00002,pling 00201,aahed 00011,guide 22222,,,,,
foist,4,roate 02010,mucin 00010,aflaj 01000,foist 22222,,,,,
under,4,roate 10001,seder 00222,abaci 00000,under 22222,,,,,
fraud,4,roate 10200,chins 00000,abord 10012,fraud 22222,,,,,
harpy,4,roate 10100,amias 10000,carap 02201,harpy 22222,,,,,
scoop,4,roate 01000,blins 00001,chowk 10100,scoop 22222,,,,,
climb,4,roate 00000,clips 22200,baken 10000,climb 22222,,,,,
clerk,4,roate 10001,seder 01001,civvy 20000,clerk 22222,,,,,
debar,4,roate 10101,malar 00022,caphs 01000,debar 22222,,,,,
tally,4,roate 00110,tinct 20000,abele 10010,tally 22222,,,,,
ethic,4,roate 00011,seeld 01000,bidet 01011,ethic 22222,,,,,
cairn,4,roate 10100,amias 10200,ached 11000,cairn 22222,,,,,
ghoul,4,roate 01000,blins 01000,acold 00210,ghoul 22222,,,,,
scale,4,roate 00202,plums 01001,aahed 10010,scale 22222,,,,,
plain,4,roate 00200,spick 01100,aahed 10000,plain 22222,,,,,
sperm,4,roate 10001,seder 21001,aargh 00100,sperm 22222,,,,,
briny,4,roate 10000,sculk 00000,awing 00220,briny 22222,,,,,
rerun,4,roate 10001,seder 02001,carby 00100,rerun 22222,,,,,
quest,4,roate 00011,seeld 10200,aargh 00000,quest 22222,,,,,
befit,4,roate 00011,seeld 02000,attap 01000,befit 22222,,,,,
drawn,4,roate 10200,chins 00010,abamp 00200,drawn 22222,,,,,
itchy,4,roate 00010,knish 00101,mulct 00011,itchy 22222,,,,,
cheer,4,roate 10001,seder 01022,abaca 00010,cheer 22222,,,,,
