gaunt,4,soare 00100,clint 00022,dight 00102,gaunt 22222,,,,,,
enact,4,soare 00201,letch 01120,aband 00210,enact 22222,,,,,,
sheik,4,soare 20001,clipt 00100,agene 00200,sheik 22222,,,,,,
missy,4,soare 10000,hists 02100,aargh 00000,missy 22222,,,,,,
snoop,4,soare 21000,cloot 00220,knosp 02112,snoop 22222,,,,,,
party,4,soare 00110,raita 12020,abamp 10001,party 22222,,,,,,
touch,4,soare 02000,linty 00010,abaca 00020,touch 22222,,,,,,
mafia,4,soare 00100,clint 00100,aahed 12000,mafia 22222,,,,,,
emcee,4,soare 00001,denet 01010,acidy 01000,emcee 22222,,,,,,
vapid,4,soare 00100,clint 00100,aahed 02002,vapid 22222,,,,,,
jelly,4,soare 00001,denet 02000,beigy 02002,jelly 22222,,,,,,
skulk,4,soare 20000,plink 01001,acyls 00021,skulk 22222,,,,,,
angst,4,soare 10100,lassi 01020,aahed 20000,angst 22222,,,,,,
tubal,4,soare 00100,clint 01001,aalii 10100,tubal 22222,,,,,,
lower,4,soare 02011,vower 02222,clapt 01000,lower 22222,,,,,,
cyber,4,soare 00011,denet 00020,bilgy 10001,cyber 22222,,,,,,
notch,4,soare 02000,linty 00110,abaca 00020,notch 22222,,,,,,
groom,4,soare 01010,cloot 00220,bedim 00002,groom 22222,,,,,,
frond,4,soare 01010,cloot 00200,dwang 10020,frond 22222,,,,,,
puree,4,soare 00011,denet 01020,pucer 22011,puree 22222,,,,,,
venue,4,soare 00001,denet 01200,chimp 00000,venue 22222,,,,,,
seven,4,soare 20001,clipt 00000,adeem 00120,seven 22222,,,,,,
dryer,4,soare 00011,denet 20020,abies 00020,dryer 22222,,,,,,
dryly,4,soare 00010,cuing 00000,aahed 00001,dryly 22222,,,,,,
drank,4,soare 00210,clint 00020,bifid 00001,drank 22222,,,,,,
acrid,4,soare 00110,raita 11100,aargh 20200,acrid 22222,,,,,,
heady,4,soare 00201,letch 02001,aahed 10111,heady 22222,,,,,,
theta,4,soare 00101,datal 01100,aahed 10110,theta 22222,,,,,,
pixie,4,soare 00002,clint 00100,admix 00011,pixie 22222,,,,,,
quoth,4,soare 01000,clint 00001,boody 00200,quoth 22222,,,,,,
penne,4,soare 00001,denet 01100,aliya 00000,penne 22222,,,,,,
amend,4,soare 00101,datal 11000,aahed 20012,amend 22222,,,,,,
datum,4,soare 00100,clint 00001,baffy 02000,datum 22222,,,,,,
build,4,soare 00000,linch 11000,qubit 02110,build 22222,,,,,,
shelf,4,soare 20001,clipt 01000,dwalm 00020,shelf 22222,,,,,,
suing,4,soare 20000,plink 00220,aguti 01101,suing 22222,,,,,,
ramen,4,soare 00111,talar 02001,maror 12100,ramen 22222,,,,,,
worth,4,soare 02010,curdy 00200,enmew 00001,worth 22222,,,,,,
infer,4,soare 00011,denet 00120,ancon 02000,infer 22222,,,,,,
mayor,4,soare 01110,macon 22020,abaya 10010,mayor 22222,,,,,,
ovoid,4,soare 01000,clint 00100,adaws 01000,ovoid 22222,,,,,,
randy,4,soare 00110,raita 22000,ached 10001,randy 22222,,,,,,
chuck,4,soare 00000,linch 00011,abmho 00010,chuck 22222,,,,,,
prank,4,soare 00210,clint 00020,bifid 00000,prank 22222,,,,,,
tooth,4,soare 01000,clint 00001,boody 02200,tooth 22222,,,,,,
ether,4,soare 00011,denet 01021,aahed 00210,ether 22222,,,,,,
drove,4,soare 01012,panto 00001,befog 01010,drove 22222,,,,,,
idler,4,soare 00011,denet 10020,cided 01120,idler 22222,,,,,,
swath,4,soare 20200,clint 00001,abmho 10010,swath 22222,,,,,,
stint,4,soare 20000,plink 00220,aguti 00011,stint 22222,,,,,,
while,4,soare 00002,clint 01200,aahed 00110,while 22222,,,,,,
begat,4,soare 00101,datal 00120,aleck 10100,begat 22222,,,,,,
apply,4,soare 00100,clint 01000,dampy 01012,apply 22222,,,,,,
tarot,4,soare 01110,macon 02020,lovat 01011,tarot 22222,,,,,,
radar,4,soare 00110,raita 11000,adman 11020,radar 22222,,,,,,
shift,4,soare 20000,plink 00200,ahent 02002,shift 22222,,,,,,
timer,4,soare 00011,denet 00021,auger 00022,timer 22222,,,,,,
bylaw,4,soare 00100,clint 01000,dampy 01001,bylaw 22222,,,,,,
serum,4,soare 20011,hewer 02001,aalii 00000,serum 22222,,,,,,
three,4,soare 00011,denet 01021,aahed 00110,three 22222,,,,,,
steak,4,soare 20101,dempt 01001,aalii 10000,steak 22222,,,,,,
blunt,4,soare 00000,linch 10100,befog 20000,blunt 22222,,,,,,
penal,4,soare 00101,datal 00022,abuna 10010,penal 22222,,,,,,
joist,4,soare 12000,fubsy 00020,abmho 00001,joist 22222,,,,,,
bunny,4,soare 00000,linch 00100,abaft 01000,bunny 22222,,,,,,
shape,4,soare 20202,thilk 02000,amped 10110,shape 22222,,,,,,
wheel,4,soare 00001,denet 01020,apeek 00220,wheel 22222,,,,,,
stunt,4,soare 20000,plink 00020,agast 00011,stunt 22222,,,,,,
stole,4,soare 21002,nempt 01001,akela 00120,stole 22222,,,,,,
fluke,4,soare 00002,clint 02000,abamp 00000,fluke 22222,,,,,,
bloat,4,soare 01100,cloot 02202,abaft 11002,bloat 22222,,,,,,
bully,4,soare 00000,linch 10000,baldy 20102,bully 22222,,,,,,
dense,4,soare 10001,uneth 01100,aahed 00011,dense 22222,,,,,,
caper,4,soare 00111,talar 02002,gawcy 02010,caper 22222,,,,,,
sneer,4,soare 20011,hewer 01022,aarti 00100,sneer 22222,,,,,,
boxer,4,soare 02011,vower 02022,hanky 00000,boxer 22222,,,,,,
space,4,soare 20202,thilk 00000,ached 11010,space 22222,,,,,,
avail,4,soare 00100,clint 01100,aalii 10120,avail 22222,,,,,,
loyal,4,soare 02100,nidal 00021,abaca 10000,loyal 22222,,,,,,
pizza,4,soare 00100,clint 00100,aahed 10000,pizza 22222,,,,,,
tempo,4,soare 01001,pylon 10010,aahed 00010,tempo 22222,,,,,,
droop,4,soare 01010,cloot 00220,bedim 00100,droop 22222,,,,,,
plate,4,soare 00202,flimp 02001,aceta 10120,plate 22222,,,,,,
bible,4,soare 00002,clint 01100,aalii 00110,bible 22222,,,,,,
plunk,4,soare 00000,linch 10100,befog 00000,plunk 22222,,,,,,
afoul,4,soare 01100,cloot 01200,aahed 20000,afoul 22222,,,,,,
steep,4,soare 20001,clipt 00011,abuna 00000,steep 22222,,,,,,
agile,4,soare 00102,gault 11020,aalii 20110,agile 22222,,,,,,
stake,4,soare 20202,thilk 10001,aarti 10010,stake 22222,,,,,,
dwell,4,soare 00001,denet 21000,aalii 00100,dwell 22222,,,,,,
knave,4,soare 00202,flimp 00000,abaka 00210,knave 22222,,,,,,
motif,4,soare 02000,linty 01010,admix 00120,motif 22222,,,,,,
smash,4,soare 10200,flosh 00012,amate 02200,smash 22222,,,,,,
broil,4,soare 01010,cloot 01200,algid 01020,broil 22222,,,,,,
baggy,4,soare 00100,clint 00000,gaped 12000,baggy 22222,,,,,,
swamp,4,soare 20200,clint 00000,aahed 10000,swamp 22222,,,,,,
along,4,soare 01100,cloot 02200,aahed 20000,along 22222,,,,,,
wager,4,soare 00111,talar 02002,gawcy 12100,wager 22222,,,,,,
quack,4,soare 00200,plink 00002,aahed 10000,quack 22222,,,,,,
snaky,4,soare 20200,clint 00010,abaka 00220,snaky 22222,,,,,,
debit,4,soare 00001,denet 22002,aalii 00020,debit 22222,,,,,,
mange,4,soare 00102,gault 12000,aahed 02010,mange 22222,,,,,,
skate,4,soare 20202,thilk 10001,aarti 10020,skate 22222,,,,,,
tramp,4,soare 00210,clint 00001,aahed 10000,tramp 22222,,,,,,
medal,4,soare 00101,datal 10022,abamp 10010,medal 22222,,,,,,
flank,4,soare 00200,plink 02022,abaca 00200,flank 22222,,,,,,
maple,4,soare 00102,gault 02020,abaca 10000,maple 22222,,,,,,
remit,4,soare 00011,denet 02002,abrim 00121,remit 22222,,,,,,
ester,4,soare 10011,richt 10001,aargh 00100,ester 22222,,,,,,
mogul,4,soare 02000,linty 10000,ached 00000,mogul 22222,,,,,,
fetch,4,soare 00001,denet 02001,aleph 00102,fetch 22222,,,,,,
cause,4,soare 10102,balti 02000,abamp 10000,cause 22222,,,,,,
aglow,4,soare 01100,cloot 01020,ablow 20222,aglow 22222,,,,,,
meaty,4,soare 00201,letch 02100,aarti 10020,meaty 22222,,,,,,
shyly,4,soare 20000,plink 01000,ahull 02020,shyly 22222,,,,,,
prowl,4,soare 01010,cloot 01200,algid 01000,prowl 22222,,,,,,
tweet,4,soare 00001,denet 01021,abamp 00000,tweet 22222,,,,,,
waist,4,soare 10100,lassi 02021,aahed 02000,waist 22222,,,,,,
havoc,4,soare 01100,cloot 10020,aahed 02100,havoc 22222,,,,,,
patsy,4,soare 10100,lassi 02020,aarti 02010,patsy 22222,,,,,,
truly,4,soare 00010,cuing 01000,abmho 00000,truly 22222,,,,,,
forty,4,soare 02010,curdy 00202,aahed 00000,forty 22222,,,,,,
deity,4,soare 00001,denet 22001,aahed 00011,deity 22222,,,,,,
giver,4,soare 00011,denet 00020,bilgy 02010,giver 22222,,,,,,
preen,4,soare 00011,denet 01120,aargh 00100,preen 22222,,,,,,
bevel,4,soare 00001,denet 02020,bavin 20200,bevel 22222,,,,,,
lemur,4,soare 00011,denet 02000,marly 10110,lemur 22222,,,,,,
draft,4,soare 00210,clint 00002,aahed 10001,draft 22222,,,,,,
slope,4,soare 21002,nempt 01020,aalii 00100,slope 22222,,,,,,
annoy,4,soare 01100,cloot 00020,aboon 20021,annoy 22222,,,,,,
bleak,4,soare 00101,datal 00021,agene 10200,bleak 22222,,,,,,
ditty,4,soare 00000,linch 02000,dawts 20010,ditty 22222,,,,,,
curly,4,soare 00010,cuing 22000,alvar 01001,curly 22222,,,,,,
cedar,4,soare 00111,talar 00022,abaca 10010,cedar 22222,,,,,,
grown,4,soare 01010,cloot 00200,dwang 01011,grown 22222,,,,,,
shuck,4,soare 20000,plink 00002,aahed 00100,shuck 22222,,,,,,
cumin,4,soare 00000,linch 01110,aalii 00020,cumin 22222,,,,,,
stock,4,soare 21000,cloot 10201,aalii 00000,stock 22222,,,,,,
gravy,4,soare 00210,clint 00000,aahed 10000,gravy 22222,,,,,,
breed,4,soare 00011,denet 11020,beefs 21200,breed 22222,,,,,,
quite,4,soare 00002,clint 00201,aahed 00010,quite 22222,,,,,,
cache,4,soare 00102,gault 02000,amain 10000,cache 22222,,,,,,
blimp,4,soare 00000,linch 11000,qubit 00110,blimp 22222,,,,,,
fiend,4,soare 00001,denet 11100,aalii 00010,fiend 22222,,,,,,
cheap,4,soare 00101,datal 00020,bacca 01100,cheap 22222,,,,,,
elide,4,soare 00001,denet 11010,aalii 00110,elide 22222,,,,,,
rigid,4,soare 00010,cuing 00101,aargh 00110,rigid 22222,,,,,,
renal,4,soare 00111,talar 00121,aargh 10100,renal 22222,,,,,,
pence,4,soare 00001,denet 01200,chimp 10001,pence 22222,,,,,,
blaze,4,soare 00202,flimp 02000,aband 01200,blaze 22222,,,,,,
envoy,4,soare 01001,pylon 01021,advew 00210,envoy 22222,,,,,,
brief,4,soare 00011,denet 00020,bilgy 21000,brief 22222,,,,,,
never,4,soare 00011,denet 02120,ablow 00000,never 22222,,,,,,
sulky,4,soare 20000,plink 01001,acyls 00111,sulky 22222,,,,,,
fiery,4,soare 00021,teeny 00202,aalii 00010,fiery 22222,,,,,,
media,4,soare 00101,datal 11000,aahed 10011,media 22222,,,,,,
trunk,4,soare 00010,cuing 01020,abaft 00001,trunk 22222,,,,,,
scalp,4,soare 20200,clint 11000,acidy 12000,scalp 22222,,,,,,
cider,4,soare 00011,denet 10020,cided 22220,cider 22222,,,,,,
koala,4,soare 02100,nidal 00011,aahed 11000,koala 22222,,,,,,
segue,4,soare 20001,clipt 00000,adeem 00110,segue 22222,,,,,,
creme,4,soare 00011,denet 01010,abamp 00020,creme 22222,,,,,,
super,4,soare 20011,hewer 00022,aalii 00000,super 22222,,,,,,
grill,4,soare 00010,cuing 00201,aalii 00110,grill 22222,,,,,,
owner,4,soare 01011,feted 00020,aband 00010,owner 22222,,,,,,
ember,4,soare 00011,denet 01020,pucer 00012,ember 22222,,,,,,
empty,4,soare 00001,denet 01001,aceta 00120,empty 22222,,,,,,
speed,4,soare 20001,clipt 00010,adhan 01000,speed 22222,,,,,,
gipsy,4,soare 10000,hists 02100,aargh 00010,gipsy 22222,,,,,,
recur,4,soare 00011,denet 02000,marly 00100,recur 22222,,,,,,
smock,4,soare 21000,cloot 10200,abmho 00101,smock 22222,,,,,,
merge,4,soare 00011,denet 01000,civvy 00000,merge 22222,,,,,,
kappa,4,soare 00100,clint 00000,gaped 01100,kappa 22222,,,,,,
amity,4,soare 00100,clint 00201,aahed 20000,amity 22222,,,,,,
shaky,4,soare 20200,clint 00000,aahed 10100,shaky 22222,,,,,,
hover,4,soare 02011,vower 12022,almah 00001,hover 22222,,,,,,
faint,4,soare 00100,clint 00222,abaft 10012,faint 22222,,,,,,
haunt,4,soare 00100,clint 00022,dight 00012,haunt 22222,,,,,,
plied,4,soare 00001,denet 10020,aalii 00110,plied 22222,,,,,,
burly,4,soare 00010,cuing 02000,rhomb 10001,burly 22222,,,,,,
novel,4,soare 02001,meynt 01010,navew 20220,novel 22222,,,,,,
waxen,4,soare 00101,datal 02000,ached 10020,waxen 22222,,,,,,
stoic,4,soare 21000,cloot 10201,aalii 00020,stoic 22222,,,,,,
blitz,4,soare 00000,linch 11000,qubit 00111,blitz 22222,,,,,,
beefy,4,soare 00001,denet 01000,filch 10000,beefy 22222,,,,,,
lyric,4,soare 00010,cuing 10100,aahed 00000,lyric 22222,,,,,,
towel,4,soare 02001,meynt 01001,aahed 00020,towel 22222,,,,,,
quilt,4,soare 00000,linch 11000,qubit 22012,quilt 22222,,,,,,
bingo,4,soare 01000,clint 00110,abbas 01000,bingo 22222,,,,,,
scone,4,soare 21002,nempt 11000,aahed 00010,scone 22222,,,,,,
honor,4,soare 01010,cloot 00120,aahed 00100,honor 22222,,,,,,
radii,4,soare 00110,raita 22100,aband 10001,radii 22222,,,,,,
skull,4,soare 20000,plink 01001,acyls 00011,skull 22222,,,,,,
lager,4,soare 00111,talar 02102,aargh 02110,lager 22222,,,,,,
swell,4,soare 20001,clipt 01000,dwalm 02010,swell 22222,,,,,,
urine,4,soare 00012,dript 02200,banco 00100,urine 22222,,,,,,
trial,4,soare 00110,raita 11210,aahed 10000,trial 22222,,,,,,
brick,4,soare 00010,cuing 10200,bepat 20000,brick 22222,,,,,,
retry,4,soare 00011,denet 02001,aargh 00100,retry 22222,,,,,,
grass,4,soare 10210,chapt 00200,aargh 10110,grass 22222,,,,,,
shack,4,soare 20200,clint 10000,abamp 00200,shack 22222,,,,,,
mover,4,soare 02011,vower 12022,almah 00100,mover 22222,,,,,,
crier,4,soare 00011,denet 00020,bilgy 01000,crier 22222,,,,,,
vying,4,soare 00000,linch 01100,putid 00010,vying 22222,,,,,,
hippo,4,soare 01000,clint 00100,adaws 00000,hippo 22222,,,,,,
drier,4,soare 00011,denet 20020,abies 00220,drier 22222,,,,,,
bugle,4,soare 00002,clint 01000,aalii 00100,bugle 22222,,,,,,
tawny,4,soare 00100,clint 00021,abaya 10010,tawny 22222,,,,,,
ruddy,4,soare 00010,cuing 02000,rhomb 20000,ruddy 22222,,,,,,
pedal,4,soare 00101,datal 10022,abamp 10001,pedal 22222,,,,,,
scarf,4,soare 20220,kempt 00000,acidy 12000,scarf 22222,,,,,,
bleat,4,soare 00101,datal 00121,acerb 10201,bleat 22222,,,,,,
tidal,4,soare 00100,clint 01101,aahed 10001,tidal 22222,,,,,,
slush,4,soare 10000,hists 10101,aalii 00100,slush 22222,,,,,,
semen,4,soare 20001,clipt 00000,adeem 00121,semen 22222,,,,,,
windy,4,soare 00000,linch 02200,dacks 10000,windy 22222,,,,,,
dusty,4,soare 10000,hists 00220,algid 00001,dusty 22222,,,,,,
igloo,4,soare 01000,clint 01100,aalii 00210,igloo 22222,,,,,,
jewel,4,soare 00001,denet 02020,bavin 00000,jewel 22222,,,,,,
shone,4,soare 21002,nempt 11000,aahed 00110,shone 22222,,,,,,
hymen,4,soare 00001,denet 00120,algin 00002,hymen 22222,,,,,,
abuse,4,soare 10102,balti 11000,aahed 20010,abuse 22222,,,,,,
fugue,4,soare 00002,clint 00000,bifid 00100,fugue 22222,,,,,,
elbow,4,soare 01001,pylon 00120,aarti 00000,elbow 22222,,,,,,
crumb,4,soare 00010,cuing 21000,abaca 01010,crumb 22222,,,,,,
pansy,4,soare 10100,lassi 02020,aarti 02000,pansy 22222,,,,,,
terse,4,soare 10011,richt 10001,aargh 00200,terse 22222,,,,,,
suave,4,soare 20202,thilk 00000,ached 10010,suave 22222,,,,,,
gamut,4,soare 00100,clint 00002,aahed 02000,gamut 22222,,,,,,
swung,4,soare 20000,plink 00020,agast 01010,swung 22222,,,,,,
drake,4,soare 00212,diact 20200,abaka 00220,drake 22222,,,,,,
freed,4,soare 00011,denet 11020,beefs 01210,freed 22222,,,,,,
grout,4,soare 01010,cloot 00202,aband 00000,grout 22222,,,,,,
oddly,4,soare 01000,clint 01000,acold 00121,oddly 22222,,,,,,
plaid,4,soare 00200,plink 22100,aahed 10002,plaid 22222,,,,,,
dummy,4,soare 00000,linch 00000,dempt 20100,dummy 22222,,,,,,
broom,4,soare 01010,cloot 00220,bedim 20002,broom 22222,,,,,,
blind,4,soare 00000,linch 11100,delft 10100,blind 22222,,,,,,
torch,4,soare 02010,curdy 10200,aarti 00210,torch 22222,,,,,,
enemy,4,soare 00001,denet 01110,aalii 00000,enemy 22222,,,,,,
again,4,soare 00100,clint 00110,aalii 10020,again 22222,,,,,,
tying,4,soare 00000,linch 01100,putid 00110,tying 22222,,,,,,
pesky,4,soare 10001,uneth 00100,aargh 00000,pesky 22222,,,,,,
extol,4,soare 01001,pylon 00120,aarti 00010,extol 22222,,,,,,
hobby,4,soare 02000,linty 00002,brogh 10101,hobby 22222,,,,,,
idiom,4,soare 01000,clint 00100,adaws 02000,idiom 22222,,,,,,
utter,4,soare 00011,denet 00021,auger 01022,utter 22222,,,,,,
these,4,soare 10001,uneth 00111,aalii 00000,these 22222,,,,,,
sixth,4,soare 20000,plink 00100,abash 00012,sixth 22222,,,,,,
alarm,4,soare 00120,adyta 10000,aahed 10000,alarm 22222,,,,,,
elegy,4,soare 00001,denet 01010,acidy 00002,elegy 22222,,,,,,
scaly,4,soare 20200,clint 11000,acidy 12002,scaly 22222,,,,,,
scold,4,soare 21000,cloot 11200,aahed 00002,scold 22222,,,,,,
hefty,4,soare 00001,denet 02001,aleph 00101,hefty 22222,,,,,,
chick,4,soare 00000,linch 01011,aarti 00001,chick 22222,,,,,,
sooty,4,soare 21000,cloot 00101,aahed 00000,sooty 22222,,,,,,
whiny,4,soare 00000,linch 01101,agast 00000,whiny 22222,,,,,,
quake,4,soare 00202,flimp 00000,abaka 00220,quake 22222,,,,,,
joint,4,soare 02000,linty 01110,ajies 01200,joint 22222,,,,,,
heavy,4,soare 00201,letch 02001,aahed 10110,heavy 22222,,,,,,
wield,4,soare 00001,denet 11000,chewy 00210,wield 22222,,,,,,
femme,4,soare 00001,denet 01000,filch 20000,femme 22222,,,,,,
maize,4,soare 00102,gault 02000,amain 11010,maize 22222,,,,,,
spree,4,soare 20011,hewer 01021,abaca 00000,spree 22222,,,,,,
smoky,4,soare 21000,cloot 00200,adhan 00000,smoky 22222,,,,,,
whiff,4,soare 00000,linch 01001,abaft 00010,whiff 22222,,,,,,
glade,4,soare 00202,flimp 02000,aband 00201,glade 22222,,,,,,
prism,4,soare 10010,cruft 02000,abaca 00000,prism 22222,,,,,,
stoke,4,soare 21002,nempt 01001,akela 01100,stoke 22222,,,,,,
guilt,4,soare 00000,linch 11000,qubit 02012,guilt 22222,,,,,,
shush,4,soare 10000,hists 10101,aalii 00000,shush 22222,,,,,,
wrong,4,soare 01010,cloot 00200,dwang 01022,wrong 22222,,,,,,
shiny,4,soare 20000,plink 00220,aguti 00001,shiny 22222,,,,,,
elate,4,soare 00201,letch 11100,aarti 10020,elate 22222,,,,,,
pixel,4,soare 00001,denet 00020,abamp 00001,pixel 22222,,,,,,
hotel,4,soare 02001,meynt 01001,aahed 00120,hotel 22222,,,,,,
cleat,4,soare 00101,datal 00121,acerb 11200,cleat 22222,,,,,,
mango,4,soare 01100,cloot 00100,abamp 10010,mango 22222,,,,,,
filly,4,soare 00000,linch 12000,bumfs 00010,filly 22222,,,,,,
billy,4,soare 00000,linch 12000,bumfs 20000,billy 22222,,,,,,
dance,4,soare 00102,gault 02000,amain 10001,dance 22222,,,,,,
facet,4,soare 00101,datal 02100,abaca 10010,facet 22222,,,,,,
chili,4,soare 00000,linch 11011,acids 01100,chili 22222,,,,,,
paint,4,soare 00100,clint 00222,abaft 10002,paint 22222,,,,,,
liner,4,soare 00011,denet 00220,afald 00010,liner 22222,,,,,,
audio,4,soare 01100,cloot 00100,abamp 20000,audio 22222,,,,,,
fable,4,soare 00102,gault 02020,abaca 11000,fable 22222,,,,,,
navel,4,soare 00101,datal 02002,ganch 02100,navel 22222,,,,,,
balmy,4,soare 00100,clint 01000,dampy 02102,balmy 22222,,,,,,
unwed,4,soare 00001,denet 10120,aswim 00200,unwed 22222,,,,,,
weedy,4,soare 00001,denet 11000,chewy 00112,weedy 22222,,,,,,
witty,4,soare 00000,linch 02000,dawts 00110,witty 22222,,,,,,
wimpy,4,soare 00000,linch 02000,dawts 00100,wimpy 22222,,,,,,
spoof,4,soare 21000,cloot 00220,knosp 00111,spoof 22222,,,,,,
blend,4,soare 00001,denet 11100,aalii 00100,blend 22222,,,,,,
thick,4,soare 00000,linch 01021,aarti 00011,thick 22222,,,,,,
warty,4,soare 00110,raita 12020,abamp 10000,warty 22222,,,,,,
manic,4,soare 00100,clint 10110,abamp 10010,manic 22222,,,,,,
squib,4,soare 20000,plink 00100,abash 01010,squib 22222,,,,,,
spoon,4,soare 21000,cloot 00220,knosp 01111,spoon 22222,,,,,,
probe,4,soare 01012,panto 20001,abaca 01000,probe 22222,,,,,,
crepe,4,soare 00011,denet 01010,abamp 00001,crepe 22222,,,,,,
force,4,soare 02012,brugh 01000,aarti 00200,force 22222,,,,,,
debut,4,soare 00001,denet 22002,aalii 00000,debut 22222,,,,,,
order,4,soare 01011,feted 00021,flurr 00012,order 22222,,,,,,
haste,4,soare 10102,balti 02020,cahow 02100,haste 22222,,,,,,
teeth,4,soare 00001,denet 01001,aceta 00110,teeth 22222,,,,,,
agent,4,soare 00101,datal 01100,aahed 20010,agent 22222,,,,,,
widen,4,soare 00001,denet 10120,aswim 00110,widen 22222,,,,,,
icily,4,soare 00000,linch 11010,bifid 01010,icily 22222,,,,,,
blood,4,soare 01000,clint 02000,abamp 01000,blood 22222,,,,,,
throw,4,soare 01010,cloot 00021,abmho 00011,throw 22222,,,,,,
unity,4,soare 00000,linch 01100,putid 01110,unity 22222,,,,,,
pivot,4,soare 01000,clint 00102,abamp 00001,pivot 22222,,,,,,
morph,4,soare 02010,curdy 00200,enmew 00100,morph 22222,,,,,,
cacti,4,soare 00100,clint 10101,aalii 02002,cacti 22222,,,,,,
tacky,4,soare 00100,clint 10001,bumph 00000,tacky 22222,,,,,,
moody,4,soare 01000,clint 00000,wedgy 00102,moody 22222,,,,,,
annex,4,soare 00101,datal 01000,abamp 20000,annex 22222,,,,,,
begin,4,soare 00001,denet 02100,blain 20022,begin 22222,,,,,,
patch,4,soare 00100,clint 10001,bumph 00012,patch 22222,,,,,,
water,4,soare 00111,talar 12002,ached 10020,water 22222,,,,,,
admin,4,soare 00100,clint 00110,aalii 20020,admin 22222,,,,,,
limit,4,soare 00000,linch 21000,abamp 00010,limit 22222,,,,,,
tabby,4,soare 00100,clint 00001,baffy 12002,tabby 22222,,,,,,
macho,4,soare 01100,cloot 10100,aahed 02100,macho 22222,,,,,,
verge,4,soare 00011,denet 01000,civvy 00100,verge 22222,,,,,,
botch,4,soare 02000,linty 00010,abaca 01020,botch 22222,,,,,,
cubic,4,soare 00000,linch 01010,abamp 01000,cubic 22222,,,,,,
wrack,4,soare 00210,clint 10000,abaca 00220,wrack 22222,,,,,,
revue,4,soare 00011,denet 01000,civvy 00200,revue 22222,,,,,,
fraud,4,soare 00210,clint 00000,aahed 10002,fraud 22222,,,,,,
harpy,4,soare 00110,raita 12000,parch 12201,harpy 22222,,,,,,
climb,4,soare 00000,linch 11010,bifid 11000,climb 22222,,,,,,
refer,4,soare 00011,denet 02020,alvar 00001,refer 22222,,,,,,
debar,4,soare 00111,talar 00022,abaca 11000,debar 22222,,,,,,
tally,4,soare 00100,clint 01001,aalii 02100,tally 22222,,,,,,
ethic,4,soare 00001,denet 01001,aceta 01110,ethic 22222,,,,,,
cairn,4,soare 00120,adyta 10000,aahed 02000,cairn 22222,,,,,,
ghoul,4,soare 01000,clint 01000,acold 00210,ghoul 22222,,,,,,
older,4,soare 01011,feted 00021,flurr 02002,older 22222,,,,,,
briny,4,soare 00010,cuing 00220,abaka 01000,briny 22222,,,,,,
rerun,4,soare 00011,denet 02100,aalii 00000,rerun 22222,,,,,,
quest,4,soare 10001,uneth 10210,aargh 00000,quest 22222,,,,,,
bound,4,soare 02000,linty 00100,bumph 21000,bound 22222,,,,,,
drawn,4,soare 00210,clint 00010,abamp 00200,drawn 22222,,,,,,
suite,4,soare 20002,clipt 00201,abamp 00000,suite 22222,,,,,,
itchy,4,soare 00000,linch 01011,aarti 00011,itchy 22222,,,,,,
cheer,4,soare 00011,denet 01020,pucer 00112,cheer 22222,,,,,,
bagel,4,soare 00101,datal 02002,ganch 12000,bagel 22222,,,,,,
axiom,4,soare 01100,cloot 00020,aboon 20020,axiom 22222,,,,,,
leant,4,soare 00201,letch 22100,abamp 00200,leant 22222,,,,,,
proud,4,soare 01010,cloot 00200,dwang 10000,proud 22222,,,,,,
swing,4,soare 20000,plink 00220,aguti 01001,swing 22222,,,,,,
opine,4,soare 01002,bling 00220,abamp 00001,opine 22222,,,,,,
lupus,4,soare 10000,hists 00002,aalii 00100,lupus 22222,,,,,,
gumbo,4,soare 01000,clint 00000,wedgy 00010,gumbo 22222,,,,,,
miner,4,soare 00011,denet 00220,afald 00000,miner 22222,,,,,,
green,4,soare 00011,denet 01120,aargh 00110,green 22222,,,,,,
lipid,4,soare 00000,linch 21000,abamp 00001,lipid 22222,,,,,,
topic,4,soare 02000,linty 01010,admix 00020,topic 22222,,,,,,
crane,4,soare 00212,diact 00210,avant 00220,crane 22222,,,,,,
mural,4,soare 00110,raita 11000,adman 00120,mural 22222,,,,,,
habit,4,soare 00100,clint 00102,abamp 11000,habit 22222,,,,,,
dusky,4,soare 10000,hists 00200,aahed 00001,dusky 22222,,,,,,
dizzy,4,soare 00000,linch 02000,dawts 20000,dizzy 22222,,,,,,
lithe,4,soare 00002,clint 01101,aahed 00110,lithe 22222,,,,,,
brook,4,soare 01010,cloot 00220,bedim 20000,brook 22222,,,,,,
fifty,4,soare 00000,linch 02000,dawts 00020,fifty 22222,,,,,,
sense,4,soare 10001,uneth 01100,aahed 00010,sense 22222,,,,,,
legal,4,soare 00101,datal 00021,agene 11100,legal 22222,,,,,,
fatal,4,soare 00100,clint 01001,aalii 12100,fatal 22222,,,,,,
flunk,4,soare 00000,linch 10100,befog 00100,flunk 22222,,,,,,
began,4,soare 00101,datal 00020,bacca 21000,began 22222,,,,,,
small,4,soare 20200,clint 01000,ahull 10022,small 22222,,,,,,
scoff,4,soare 21000,cloot 10200,abmho 00001,scoff 22222,,,,,,
covey,4,soare 02001,meynt 01100,aahed 00020,covey 22222,,,,,,
taken,4,soare 00101,datal 02100,abaca 10000,taken 22222,,,,,,
booth,4,soare 01000,clint 00001,boody 22200,booth 22222,,,,,,
