ninth,4,slate 00020,briny 00110,humph 00002,ninth 22222,,,,
joust,4,slate 10010,foist 02022,cigar 00000,joust 22222,,,,
medal,4,slate 01101,nerdy 02010,humph 00100,medal 22222,,,,
micro,4,slate 00000,round 11000,frock 01110,micro 22222,,,,
rebel,4,slate 01001,newer 02021,prove 01001,rebel 22222,,,,
flank,4,slate 02200,brick 00002,humph 00000,flank 22222,,,,
comfy,4,slate 00000,round 02000,champ 20010,comfy 22222,,,,
remit,4,slate 00011,deter 02101,mimic 00220,remit 22222,,,,
gruff,4,slate 00000,round 10200,humph 01000,gruff 22222,,,,
mogul,4,slate 01000,golly 12100,cigar 00200,mogul 22222,,,,
oaken,4,slate 00101,cyber 00020,whoop 00100,oaken 22222,,,,
aglow,4,slate 01100,minor 00020,belly 00200,aglow 22222,,,,
gaffe,4,slate 00102,grind 20000,rebut 01000,gaffe 22222,,,,
prowl,4,slate 01000,golly 01100,dwarf 01010,prowl 22222,,,,
thief,4,slate 00011,deter 00120,totem 20020,thief 22222,,,,
poesy,4,slate 10001,rupee 00110,rebut 01000,poesy 22222,,,,
tweet,4,slate 00011,deter 01120,humph 00000,tweet 22222,,,,
grope,4,slate 00002,doing 01001,humph 00020,grope 22222,,,,
havoc,4,slate 00100,minor 00020,cigar 10010,havoc 22222,,,,
truly,4,slate 01010,ought 01001,cigar 00001,truly 22222,,,,
giver,4,slate 00001,diner 02022,prove 01011,giver 22222,,,,
preen,4,slate 00001,diner 00111,groin 02002,preen 22222,,,,
bevel,4,slate 01001,newer 02020,naval 00202,bevel 22222,,,,
draft,4,slate 00210,trick 12000,dwarf 20211,draft 22222,,,,
annoy,4,slate 00100,minor 00120,cigar 00010,annoy 22222,,,,
ditty,4,slate 00010,trout 10001,bawdy 00012,ditty 22222,,,,
curly,4,slate 01000,golly 00022,cigar 20001,curly 22222,,,,
drool,4,slate 01000,golly 01100,dwarf 20010,drool 22222,,,,
crypt,4,slate 00010,trout 02002,humph 00020,crypt 22222,,,,
cumin,4,slate 00000,round 00110,pinch 01110,cumin 22222,,,,
stock,4,slate 20010,input 00001,karma 10000,stock 22222,,,,
gravy,4,slate 00200,crowd 02000,gripe 22000,gravy 22222,,,,
wider,4,slate 00001,diner 12022,cigar 02002,wider 22222,,,,
breed,4,slate 00001,diner 10011,beefy 21200,breed 22222,,,,
cache,4,slate 00102,grind 00000,aback 10010,cache 22222,,,,
blimp,4,slate 02000,frock 00000,bench 20000,blimp 22222,,,,
logic,4,slate 01000,golly 12100,cigar 11200,logic 22222,,,,
pence,4,slate 00001,diner 00210,humph 00010,pence 22222,,,,
shoot,4,slate 20010,input 00002,cigar 00000,shoot 22222,,,,
blaze,4,slate 02202,bring 20000,model 00011,blaze 22222,,,,
posse,4,slate 10002,porch 22000,cigar 00000,posse 22222,,,,
brief,4,slate 00001,diner 01021,cigar 01001,brief 22222,,,,
never,4,slate 00001,diner 00112,awake 00001,never 22222,,,,
abort,4,slate 00110,taint 01002,fjord 00220,abort 22222,,,,
mouse,4,slate 10002,porch 02000,cigar 00000,mouse 22222,,,,
media,4,slate 00101,cyber 00010,unfed 00011,media 22222,,,,
trunk,4,slate 00010,trout 22010,stink 01022,trunk 22222,,,,
skunk,4,slate 20000,corny 00020,cluck 00201,skunk 22222,,,,
scalp,4,slate 21200,hilly 00020,humph 00010,scalp 22222,,,,
bitty,4,slate 00010,trout 10001,bawdy 20002,bitty 22222,,,,
cider,4,slate 00001,diner 12022,cigar 22002,cider 22222,,,,
koala,4,slate 01100,minor 00010,fully 00020,koala 22222,,,,
segue,4,slate 20001,cheer 00110,cigar 00200,segue 22222,,,,
creme,4,slate 00001,diner 00011,pence 01012,creme 22222,,,,
super,4,slate 20001,cheer 00022,biome 00001,super 22222,,,,
after,4,slate 00111,creek 01020,patch 01200,after 22222,,,,
owner,4,slate 00001,diner 00222,cigar 00002,owner 22222,,,,
ember,4,slate 00001,diner 00012,humph 00100,ember 22222,,,,
speed,4,slate 20001,cheer 00220,awake 00001,speed 22222,,,,
recur,4,slate 00001,diner 00011,pence 02010,recur 22222,,,,
smock,4,slate 20000,corny 11000,humph 00100,smock 22222,,,,
dread,4,slate 00101,cyber 00011,drown 12000,dread 22222,,,,
burst,4,slate 10010,foist 00022,cigar 00001,burst 22222,,,,
shaky,4,slate 20200,prick 00001,humph 10000,shaky 22222,,,,
faint,4,slate 00110,taint 02222,humph 00000,faint 22222,,,,
haunt,4,slate 00110,taint 02022,dough 00201,haunt 22222,,,,
chair,4,slate 00200,crowd 21000,cigar 21012,chair 22222,,,,
tense,4,slate 10011,crust 00021,humph 00000,tense 22222,,,,
burly,4,slate 01000,golly 00022,cigar 00001,burly 22222,,,,
waxen,4,slate 00101,cyber 00020,whoop 20000,waxen 22222,,,,
stoic,4,slate 20010,input 10001,focal 01100,stoic 22222,,,,
lyric,4,slate 01000,golly 00101,cigar 11001,lyric 22222,,,,
hussy,4,slate 10000,missy 00222,humph 22000,hussy 22222,,,,
quilt,4,slate 01010,ought 02002,rebut 00012,quilt 22222,,,,
below,4,slate 01001,newer 02100,cigar 00000,below 22222,,,,
bingo,4,slate 00000,round 01010,linen 02200,bingo 22222,,,,
wispy,4,slate 10000,missy 02202,humph 00020,wispy 22222,,,,
honor,4,slate 00000,round 11010,birch 00101,honor 22222,,,,
radii,4,slate 00100,minor 01001,badly 02200,radii 22222,,,,
phony,4,slate 00000,round 01020,cigar 00000,phony 22222,,,,
issue,4,slate 10002,porch 00000,cigar 01000,issue 22222,,,,
lager,4,slate 01101,nerdy 01100,belly 01100,lager 22222,,,,
urine,4,slate 00002,doing 00220,rebut 11010,urine 22222,,,,
trial,4,slate 01110,afoul 10002,pride 02200,trial 22222,,,,
upper,4,slate 00001,diner 00022,pooch 10000,upper 22222,,,,
latch,4,slate 01110,afoul 10001,cigar 10010,latch 22222,,,,
wight,4,slate 00010,trout 00002,dwarf 01000,wight 22222,,,,
brick,4,slate 00000,round 10000,perch 00120,brick 22222,,,,
retry,4,slate 00011,deter 02201,marry 00122,retry 22222,,,,
holly,4,slate 01000,golly 02222,fjord 00100,holly 22222,,,,
decal,4,slate 01101,nerdy 02010,humph 00000,decal 22222,,,,
grass,4,slate 10200,brush 02010,cigar 00111,grass 22222,,,,
shack,4,slate 20200,prick 00022,humph 10000,shack 22222,,,,
dogma,4,slate 00100,minor 10010,cigar 00210,dogma 22222,,,,
defer,4,slate 00001,diner 20012,rebut 11000,defer 22222,,,,
sober,4,slate 20001,cheer 00022,biome 10101,sober 22222,,,,
optic,4,slate 00010,trout 10100,bench 00010,optic 22222,,,,
crier,4,slate 00001,diner 01021,cigar 21001,crier 22222,,,,
vying,4,slate 00000,round 00020,cigar 01100,vying 22222,,,,
nomad,4,slate 00100,minor 10110,awake 10000,nomad 22222,,,,
hippo,4,slate 00000,round 01000,boozy 01000,hippo 22222,,,,
obese,4,slate 10001,rupee 00012,blush 10020,obese 22222,,,,
pedal,4,slate 01101,nerdy 02010,humph 00010,pedal 22222,,,,
scarf,4,slate 20200,prick 01010,sissy 20000,scarf 22222,,,,
cruel,4,slate 01001,newer 00021,cigar 20001,cruel 22222,,,,
tidal,4,slate 01110,afoul 10002,pride 00110,tidal 22222,,,,
semen,4,slate 20001,cheer 00120,humph 00200,semen 22222,,,,
windy,4,slate 00000,round 00011,cigar 02000,windy 22222,,,,
shone,4,slate 20002,chirp 02000,evade 00002,shone 22222,,,,
hymen,4,slate 00001,diner 00120,mucky 10001,hymen 22222,,,,
abuse,4,slate 10102,crimp 00000,rebut 01110,abuse 22222,,,,
fugue,4,slate 00002,doing 00001,cigar 00200,fugue 22222,,,,
elbow,4,slate 02001,fried 00010,evade 20000,elbow 22222,,,,
crumb,4,slate 00000,round 10200,humph 01100,crumb 22222,,,,
suave,4,slate 20202,perch 01000,rebut 01010,suave 22222,,,,
gamut,4,slate 00110,taint 02002,cigar 00110,gamut 22222,,,,
swung,4,slate 20000,corny 00020,cluck 00200,swung 22222,,,,
freed,4,slate 00001,diner 10011,beefy 01210,freed 22222,,,,
shirt,4,slate 20010,input 10002,fresh 01011,shirt 22222,,,,
oddly,4,slate 01000,golly 01022,awake 00000,oddly 22222,,,,
plaid,4,slate 02200,brick 00100,evade 00210,plaid 22222,,,,
dummy,4,slate 00000,round 00101,dumpy 22102,dummy 22222,,,,
blind,4,slate 02000,frock 00000,bench 20100,blind 22222,,,,
torch,4,slate 00010,trout 21100,blush 00002,torch 22222,,,,
enemy,4,slate 00001,diner 00110,embed 11000,enemy 22222,,,,
again,4,slate 00100,minor 01100,lying 00111,again 22222,,,,
tying,4,slate 00010,trout 20000,lying 02222,tying 22222,,,,
pesky,4,slate 10001,rupee 00110,rebut 02000,pesky 22222,,,,
ethos,4,slate 10011,crust 00011,rebut 01001,ethos 22222,,,,
bride,4,slate 00002,doing 10200,rebut 11100,bride 22222,,,,
decor,4,slate 00001,diner 20012,rebut 12000,decor 22222,,,,
hobby,4,slate 00000,round 02000,champ 01000,hobby 22222,,,,
idiom,4,slate 00000,round 01001,grime 00110,idiom 22222,,,,
utter,4,slate 00011,deter 00122,ought 01001,utter 22222,,,,
these,4,slate 10011,crust 00021,humph 10000,these 22222,,,,
elegy,4,slate 02001,fried 00010,evade 10000,elegy 22222,,,,
spunk,4,slate 20000,corny 00020,cluck 00202,spunk 22222,,,,
piper,4,slate 00001,diner 02022,prove 11001,piper 22222,,,,
scold,4,slate 21000,willy 00020,cigar 10000,scold 22222,,,,
chick,4,slate 00000,round 00000,champ 12000,chick 22222,,,,
canal,4,slate 01100,minor 00200,focal 00112,canal 22222,,,,
whiny,4,slate 00000,round 00020,cigar 01000,whiny 22222,,,,
quake,4,slate 00202,brick 00001,rebut 01010,quake 22222,,,,
joint,4,slate 00010,trout 00102,pound 02020,joint 22222,,,,
prude,4,slate 00002,doing 10000,cigar 00001,prude 22222,,,,
wield,4,slate 01001,newer 01100,dwarf 11000,wield 22222,,,,
femme,4,slate 00001,diner 00010,emcee 11002,femme 22222,,,,
lasso,4,slate 11100,naval 02001,sissy 00220,lasso 22222,,,,
maize,4,slate 00102,grind 00200,humph 00100,maize 22222,,,,
smoky,4,slate 20000,corny 01002,humph 00100,smoky 22222,,,,
whiff,4,slate 00000,round 00000,champ 02000,whiff 22222,,,,
glade,4,slate 02202,bring 00001,evade 00222,glade 22222,,,,
riper,4,slate 00001,diner 02021,humph 00010,riper 22222,,,,
cocoa,4,slate 00100,minor 00010,awake 10000,cocoa 22222,,,,
shush,4,slate 10000,missy 00120,cigar 00000,shush 22222,,,,
smirk,4,slate 20000,corny 00100,humph 00100,smirk 22222,,,,
wrong,4,slate 00000,round 11020,spicy 00000,wrong 22222,,,,
shiny,4,slate 20000,corny 00022,humph 10000,shiny 22222,,,,
hunch,4,slate 00000,round 00110,pinch 00221,hunch 22222,,,,
pixel,4,slate 01001,newer 00020,model 00022,pixel 22222,,,,
rumba,4,slate 00100,minor 10001,unfed 10000,rumba 22222,,,,
puffy,4,slate 00000,round 00100,pygmy 20002,puffy 22222,,,,
filly,4,slate 01000,golly 00222,whiff 00110,filly 22222,,,,
dance,4,slate 00102,grind 00011,cigar 10010,dance 22222,,,,
chili,4,slate 01000,golly 00020,quiet 00100,chili 22222,,,,
paint,4,slate 00110,taint 02222,humph 00010,paint 22222,,,,
curio,4,slate 00000,round 11100,champ 20000,curio 22222,,,,
audio,4,slate 00100,minor 01010,rebut 00010,audio 22222,,,,
snake,4,slate 20202,perch 01000,rebut 01000,snake 22222,,,,
fable,4,slate 01102,vapid 02000,cigar 00010,fable 22222,,,,
balmy,4,slate 01100,minor 10000,awake 10000,balmy 22222,,,,
unwed,4,slate 00001,diner 10120,awake 01001,unwed 22222,,,,
weedy,4,slate 00001,diner 10010,tweed 01101,weedy 22222,,,,
witty,4,slate 00010,trout 10001,bawdy 00102,witty 22222,,,,
wimpy,4,slate 00000,round 00000,champ 00011,wimpy 22222,,,,
spoof,4,slate 20000,corny 01000,spike 22000,spoof 22222,,,,
saner,4,slate 20101,sperm 20110,focal 00010,saner 22222,,,,
blend,4,slate 02001,fried 00012,evade 10010,blend 22222,,,,
thick,4,slate 00010,trout 20000,lying 00200,thick 22222,,,,
warty,4,slate 00120,corny 00202,humph 00000,warty 22222,,,,
manic,4,slate 00100,minor 21200,cigar 11010,manic 22222,,,,
squib,4,slate 20000,corny 00000,humph 01000,squib 22222,,,,
spoon,4,slate 20000,corny 01010,whelp 00001,spoon 22222,,,,
probe,4,slate 00002,doing 01000,bravo 12001,probe 22222,,,,
crepe,4,slate 00001,diner 00011,pence 11012,crepe 22222,,,,
knack,4,slate 00200,crowd 10000,rebut 00000,knack 22222,,,,
force,4,slate 00002,doing 02000,cigar 10001,force 22222,,,,
debut,4,slate 00011,deter 22100,rebut 02222,debut 22222,,,,
order,4,slate 00001,diner 10021,rebut 11000,order 22222,,,,
teeth,4,slate 00011,deter 01100,feign 01000,teeth 22222,,,,
agent,4,slate 00111,creek 00200,whelp 00200,agent 22222,,,,
icily,4,slate 01000,golly 00022,cigar 11000,icily 22222,,,,
ingot,4,slate 00010,trout 00102,pound 01010,ingot 22222,,,,
blood,4,slate 02000,frock 00100,grade 00010,blood 22222,,,,
abode,4,slate 00102,grind 00001,evade 00122,abode 22222,,,,
throw,4,slate 00010,trout 21100,blush 00001,throw 22222,,,,
pivot,4,slate 00010,trout 00102,pound 21000,pivot 22222,,,,
sewer,4,slate 20001,cheer 00122,awake 01001,sewer 22222,,,,
morph,4,slate 00000,round 12000,humph 00122,morph 22222,,,,
tacky,4,slate 00110,taint 22000,fibre 00000,tacky 22222,,,,
moody,4,slate 00000,round 01001,grime 00010,moody 22222,,,,
annex,4,slate 00101,cyber 00020,whoop 00000,annex 22222,,,,
begin,4,slate 00001,diner 01110,brink 20110,begin 22222,,,,
patch,4,slate 00110,taint 12000,humph 00012,patch 22222,,,,
water,4,slate 00111,creek 01020,patch 02200,water 22222,,,,
lumpy,4,slate 01000,golly 00102,cigar 00000,lumpy 22222,,,,
omega,4,slate 00101,cyber 00010,unfed 00010,omega 22222,,,,
tabby,4,slate 00110,taint 22000,fibre 00100,tabby 22222,,,,
macho,4,slate 00100,minor 20010,focal 01210,macho 22222,,,,
skiff,4,slate 20000,corny 00000,humph 00000,skiff 22222,,,,
plank,4,slate 02200,brick 00002,humph 00010,plank 22222,,,,
botch,4,slate 00010,trout 10100,bench 20022,botch 22222,,,,
fraud,4,slate 00200,crowd 02002,bench 00000,fraud 22222,,,,
harpy,4,slate 00100,minor 00001,parry 12202,harpy 22222,,,,
scoop,4,slate 20000,corny 11000,humph 00010,scoop 22222,,,,
climb,4,slate 02000,frock 00010,cigar 21000,climb 22222,,,,
tally,4,slate 01110,afoul 10001,cigar 00010,tally 22222,,,,
ethic,4,slate 00011,deter 01100,feign 01100,ethic 22222,,,,
cairn,4,slate 00100,minor 01101,cigar 21011,cairn 22222,,,,
ghoul,4,slate 01000,golly 21100,cigar 00100,ghoul 22222,,,,
hilly,4,slate 01000,golly 00222,whiff 01100,hilly 22222,,,,
crude,4,slate 00002,doing 10000,cigar 20001,crude 22222,,,,
apart,4,slate 00110,taint 01002,fjord 00020,apart 22222,,,,
plain,4,slate 02200,brick 00100,evade 00200,plain 22222,,,,
briny,4,slate 00000,round 10020,gawky 00002,briny 22222,,,,
abbot,4,slate 00110,taint 01002,fjord 00100,abbot 22222,,,,
rerun,4,slate 00001,diner 00111,groin 01002,rerun 22222,,,,
quest,4,slate 10011,crust 00122,cigar 00000,quest 22222,,,,
crisp,4,slate 10000,missy 01020,bench 00010,crisp 22222,,,,
befit,4,slate 00011,deter 02100,print 00102,befit 22222,,,,
itchy,4,slate 00010,trout 10000,humph 10000,itchy 22222,,,,
cheer,4,slate 00001,diner 00012,humph 10000,cheer 22222,,,,
bagel,4,slate 01101,nerdy 01000,mogul 00202,bagel 22222,,,,
broad,4,slate 00100,minor 00011,focal 01020,broad 22222,,,,
caput,4,slate 00110,taint 02002,cigar 20010,caput 22222,,,,
harsh,4,slate 10100,missy 00020,cigar 00011,harsh 22222,,,,
swing,4,slate 20000,corny 00020,cluck 00000,swing 22222,,,,
opine,4,slate 00002,doing 01220,humph 00010,opine 22222,,,,
gumbo,4,slate 00000,round 01100,bring 10001,gumbo 22222,,,,
miner,4,slate 00001,diner 02222,humph 00100,miner 22222,,,,
green,4,slate 00001,diner 00111,groin 22002,green 22222,,,,
lipid,4,slate 01000,golly 00100,prude 10010,lipid 22222,,,,
topic,4,slate 00010,trout 20100,panic 10022,topic 22222,,,,
brush,4,slate 10000,missy 00020,cigar 00001,brush 22222,,,,
crane,4,slate 00202,brick 02010,naval 11000,crane 22222,,,,
abled,4,slate 01101,nerdy 01010,cigar 00010,abled 22222,,,,
bossy,4,slate 10000,missy 00222,humph 00000,bossy 22222,,,,
maker,4,slate 00101,cyber 00022,gawky 02010,maker 22222,,,,
dusky,4,slate 10000,missy 00202,humph 02000,dusky 22222,,,,
dizzy,4,slate 00000,round 00001,digit 22000,dizzy 22222,,,,
brook,4,slate 00000,round 11000,frock 02102,brook 22222,,,,
sense,4,slate 10001,rupee 00012,blush 00010,sense 22222,,,,
legal,4,slate 01101,nerdy 02000,cigar 00220,legal 22222,,,,
began,4,slate 00101,cyber 00110,cigar 00220,began 22222,,,,
scoff,4,slate 20000,corny 11000,humph 00000,scoff 22222,,,,
ninny,4,slate 00000,round 00010,pinch 02100,ninny 22222,,,,
covey,4,slate 00001,diner 00020,cigar 20000,covey 22222,,,,
viper,4,slate 00001,diner 02022,prove 11011,viper 22222,,,,
vogue,4,slate 00002,doing 02001,rouge 02112,vogue 22222,,,,
owing,4,slate 00000,round 01020,cigar 01100,owing 22222,,,,
token,4,slate 00011,deter 00120,totem 22020,token 22222,,,,
voter,4,slate 00011,deter 00222,focal 02000,voter 22222,,,,
chide,4,slate 00002,doing 10200,rebut 01000,chide 22222,,,,
ebony,4,slate 00001,diner 00110,embed 20100,ebony 22222,,,,
minim,4,slate 00000,round 00010,pinch 01200,minim 22222,,,,
melon,4,slate 01001,newer 12000,humph 00100,melon 22222,,,,
kneed,4,slate 00001,diner 10110,awake 00011,kneed 22222,,,,
decoy,4,slate 00001,diner 20010,rebut 02000,decoy 22222,,,,
ankle,4,slate 01102,vapid 01000,karma 11000,ankle 22222,,,,
arrow,4,slate 00100,minor 00021,adobe 20100,arrow 22222,,,,
mushy,4,slate 10000,missy 20202,humph 12100,mushy 22222,,,,
tribe,4,slate 00012,chirp 00210,rebut 11101,tribe 22222,,,,
graph,4,slate 00200,crowd 02000,gripe 22020,graph 22222,,,,
odder,4,slate 00001,diner 10022,rebut 11000,odder 22222,,,,
terra,4,slate 00111,creek 01100,rebut 12001,terra 22222,,,,
clack,4,slate 02200,brick 00012,cigar 10010,clack 22222,,,,
color,4,slate 01000,golly 01200,cigar 20002,color 22222,,,,
weigh,4,slate 00001,diner 01010,cigar 01100,weigh 22222,,,,
uncut,4,slate 00010,trout 00012,cigar 10000,uncut 22222,,,,
titan,4,slate 00110,taint 11110,cigar 02020,titan 22222,,,,
lucid,4,slate 01000,golly 00100,prude 00110,lucid 22222,,,,
vicar,4,slate 00100,minor 02002,cigar 12022,vicar 22222,,,,
dress,4,slate 10001,rupee 10010,focal 00000,dress 22222,,,,
taffy,4,slate 00110,taint 22000,fibre 10000,taffy 22222,,,,
flame,4,slate 02202,bring 00000,humph 00100,flame 22222,,,,
swoop,4,slate 20000,corny 01000,spike 21000,swoop 22222,,,,
sight,4,slate 20010,input 10002,fresh 00011,sight 22222,,,,
broke,4,slate 00002,doing 01000,bravo 22001,broke 22222,,,,
wordy,4,slate 00000,round 12001,evade 00020,wordy 22222,,,,
leper,4,slate 01001,newer 02022,humph 00010,leper 22222,,,,
clamp,4,slate 02200,brick 00010,cigar 20010,clamp 22222,,,,
funky,4,slate 00000,round 00110,pinch 00200,funky 22222,,,,
foamy,4,slate 00200,crowd 00100,cigar 00010,foamy 22222,,,,
toxic,4,slate 00010,trout 20100,panic 00022,toxic 22222,,,,
brand,4,slate 00200,crowd 02002,bench 20100,brand 22222,,,,
plumb,4,slate 02000,frock 00000,bench 10000,plumb 22222,,,,
dingy,4,slate 00000,round 00011,cigar 02100,dingy 22222,,,,
drill,4,slate 01000,golly 00120,frock 02000,drill 22222,,,,
krill,4,slate 01000,golly 00120,frock 02001,krill 22222,,,,
drama,4,slate 00100,minor 10001,unfed 00001,drama 22222,,,,
think,4,slate 00010,trout 20000,lying 00220,think 22222,,,,
ratio,4,slate 00110,taint 12100,cigar 01011,ratio 22222,,,,
cobra,4,slate 00100,minor 00011,focal 02110,cobra 22222,,,,
scrum,4,slate 20000,corny 10200,rebut 10020,scrum 22222,,,,
phone,4,slate 00002,doing 01020,pride 20002,phone 22222,,,,
camel,4,slate 01101,nerdy 01000,mogul 10002,camel 22222,,,,
proof,4,slate 00000,round 11000,frock 12100,proof 22222,,,,
angel,4,slate 01101,nerdy 11000,cigar 00210,angel 22222,,,,
throb,4,slate 00010,trout 21100,blush 10001,throb 22222,,,,
maybe,4,slate 00102,grind 00000,aback 11000,maybe 22222,,,,
fetal,4,slate 01111,repay 02020,humph 00000,fetal 22222,,,,
sprig,4,slate 20000,corny 00200,cigar 01101,sprig 22222,,,,
spine,4,slate 20002,chirp 00201,stink 20220,spine 22222,,,,
shout,4,slate 20010,input 00022,cigar 00000,shout 22222,,,,
dodgy,4,slate 00000,round 02001,grade 10010,dodgy 22222,,,,
rarer,4,slate 00101,cyber 00021,nymph 00000,rarer 22222,,,,
binge,4,slate 00002,doing 00111,rebut 01100,binge 22222,,,,
nutty,4,slate 00010,trout 10011,humph 02000,nutty 22222,,,,
myrrh,4,slate 00000,round 10000,perch 00102,myrrh 22222,,,,
width,4,slate 00020,briny 00100,awake 01000,width 22222,,,,
tower,4,slate 00011,deter 00122,ought 10001,tower 22222,,,,
baron,4,slate 00100,minor 00121,rebut 10100,baron 22222,,,,
belie,4,slate 01001,newer 01000,dally 00200,belie 22222,,,,
expel,4,slate 01001,newer 01020,humph 00010,expel 22222,,,,
baler,4,slate 01101,nerdy 01100,belly 21200,baler 22222,,,,
above,4,slate 00102,grind 00000,aback 22000,above 22222,,,,
frill,4,slate 01000,golly 00120,frock 22000,frill 22222,,,,
awash,4,slate 10100,missy 00020,cigar 00010,awash 22222,,,,
snack,4,slate 20200,prick 00022,humph 00000,snack 22222,,,,
frail,4,slate 01200,incur 10001,cigar 01011,frail 22222,,,,
drift,4,slate 00010,trout 02002,humph 00000,drift 22222,,,,
limbo,4,slate 01000,golly 01100,dwarf 00000,limbo 22222,,,,
fence,4,slate 00001,diner 00210,humph 00000,fence 22222,,,,
wreak,4,slate 00101,cyber 00011,drown 02010,wreak 22222,,,,
revel,4,slate 01001,newer 02021,prove 01011,revel 22222,,,,
flake,4,slate 02202,bring 00000,humph 00000,flake 22222,,,,
debug,4,slate 00001,diner 20010,rebut 02220,debug 22222,,,,
anode,4,slate 00102,grind 00011,cigar 00010,anode 22222,,,,
crime,4,slate 00002,doing 00200,champ 20020,crime 22222,,,,
scout,4,slate 20010,input 00022,cigar 10000,scout 22222,,,,
imbue,4,slate 00002,doing 00100,rebut 01220,imbue 22222,,,,
pinky,4,slate 00000,round 00010,pinch 22200,pinky 22222,,,,
vague,4,slate 00102,grind 10000,rebut 01020,vague 22222,,,,
chock,4,slate 00000,round 01000,boozy 00200,chock 22222,,,,
fight,4,slate 00010,trout 00002,dwarf 00001,fight 22222,,,,
prawn,4,slate 00200,crowd 02020,rebut 10000,prawn 22222,,,,
apnea,4,slate 00101,cyber 00020,whoop 00001,apnea 22222,,,,
stiff,4,slate 20010,input 10001,focal 10000,stiff 22222,,,,
ledge,4,slate 01001,newer 01000,dally 10100,ledge 22222,,,,
board,4,slate 00200,crowd 01102,rebut 10100,board 22222,,,,
grant,4,slate 00210,trick 12000,dwarf 00210,grant 22222,,,,
medic,4,slate 00001,diner 11010,cigar 11000,medic 22222,,,,
bacon,4,slate 00100,minor 00120,cigar 10010,bacon 22222,,,,
cable,4,slate 01102,vapid 02000,cigar 20010,cable 22222,,,,
brawl,4,slate 01200,incur 00001,rebut 10100,brawl 22222,,,,
women,4,slate 00001,diner 00120,mucky 10000,women 22222,,,,
toddy,4,slate 00010,trout 20100,panic 00000,toddy 22222,,,,
coven,4,slate 00001,diner 00120,mucky 00100,coven 22222,,,,
tumor,4,slate 00010,trout 21110,cigar 00002,tumor 22222,,,,
truer,4,slate 00011,deter 00121,rebut 11011,truer 22222,,,,
axial,4,slate 01100,minor 01000,radio 01010,axial 22222,,,,
purer,4,slate 00001,diner 00021,growl 01000,purer 22222,,,,
daily,4,slate 01100,minor 01000,radio 02110,daily 22222,,,,
niche,4,slate 00002,doing 00110,humph 10000,niche 22222,,,,
juice,4,slate 00002,doing 00200,champ 10000,juice 22222,,,,
plump,4,slate 02000,frock 00000,bench 00000,plump 22222,,,,
papal,4,slate 01100,minor 00000,pudgy 10000,papal 22222,,,,
wheat,4,slate 00111,creek 00200,whelp 22200,wheat 22222,,,,
erect,4,slate 00011,deter 01111,bench 01020,erect 22222,,,,
leggy,4,slate 01001,newer 02000,belly 02102,leggy 22222,,,,
snipe,4,slate 20002,chirp 00201,stink 20210,snipe 22222,,,,
sinew,4,slate 20001,cheer 00020,cigar 02000,sinew 22222,,,,
skier,4,slate 20001,cheer 00022,biome 01001,skier 22222,,,,
penny,4,slate 00001,diner 00110,embed 10000,penny 22222,,,,
jumpy,4,slate 00000,round 00100,pygmy 10012,jumpy 22222,,,,
rally,4,slate 01100,minor 00001,marry 02102,rally 22222,,,,
umbra,4,slate 00100,minor 10001,unfed 20000,umbra 22222,,,,
scary,4,slate 20200,prick 01010,sissy 20002,scary 22222,,,,
gross,4,slate 10000,missy 00120,cigar 00101,gross 22222,,,,
avian,4,slate 00100,minor 01100,lying 00210,avian 22222,,,,
tonic,4,slate 00010,trout 20100,panic 00222,tonic 22222,,,,
parka,4,slate 00100,minor 00001,parry 21200,parka 22222,,,,
sniff,4,slate 20000,corny 00010,cigar 01000,sniff 22222,,,,
livid,4,slate 01000,golly 00100,prude 00010,livid 22222,,,,
stark,4,slate 20210,print 01001,awake 00210,stark 22222,,,,
trump,4,slate 00010,trout 22010,stink 01000,trump 22222,,,,
giddy,4,slate 00000,round 00001,digit 12100,giddy 22222,,,,
taboo,4,slate 00110,taint 22000,fibre 00200,taboo 22222,,,,
avoid,4,slate 00100,minor 01010,rebut 00000,avoid 22222,,,,
devil,4,slate 01001,newer 02000,belly 02100,devil 22222,,,,
liken,4,slate 01001,newer 10020,karma 10000,liken 22222,,,,
gayer,4,slate 00101,cyber 01022,cigar 00112,gayer 22222,,,,
noise,4,slate 10002,porch 02000,cigar 01000,noise 22222,,,,
rumor,4,slate 00000,round 11100,champ 00010,rumor 22222,,,,
opera,4,slate 00101,cyber 00011,drown 01100,opera 22222,,,,
thigh,4,slate 00010,trout 20000,lying 00201,thigh 22222,,,,
bulky,4,slate 01000,golly 00202,karma 10000,bulky 22222,,,,
inbox,4,slate 00000,round 01010,linen 01100,inbox 22222,,,,
grain,4,slate 00200,crowd 02000,gripe 22100,grain 22222,,,,
exert,4,slate 00011,deter 01111,bench 01000,exert 22222,,,,
belle,4,slate 01001,newer 01000,dally 00220,belle 22222,,,,
crush,4,slate 10000,missy 00020,cigar 20001,crush 22222,,,,
fruit,4,slate 00010,trout 02012,cigar 01001,fruit 22222,,,,
sappy,4,slate 20100,corny 00002,humph 00010,sappy 22222,,,,
ovine,4,slate 00002,doing 01220,humph 00000,ovine 22222,,,,
frank,4,slate 00200,crowd 02000,gripe 02000,frank 22222,,,,
reedy,4,slate 00001,diner 10011,beefy 02202,reedy 22222,,,,
